t1,t2,window_dt_requested,observations,window_calendar_days,tc_predicted,tc_days_after_t2,tc_search_upper_days_after_t2,tc_valid_upper_days_after_t2,positive_lppls_valid,RMSE,SSE,A,B,C1,C2,C,m,omega,phi,damping,optimizer_success
2006-07-24,2007-04-10,180,181,260.0,2007-07-05,86,86.66666666666663,52.0,False,0.015910912136652498,0.04582143962866991,5.993249489338669,-0.0009081270513653137,0.00016612809128589766,-4.753665302021997e-06,0.00016619608914802777,0.9,6.0,-0.028606652185050416,0.8196285388127833,True
2006-07-10,2007-04-10,190,191,274.0,2007-07-10,91,91.33333333333331,54.800000000000004,False,0.01775083454332725,0.060182596254054775,6.014645694483248,-0.0010996292458869885,-0.0001319570458905535,-8.10033703180884e-06,0.00013220543642449253,0.9,11.891165570776609,-3.080283420791594,0.6295279994733181,True
2006-06-26,2007-04-10,200,201,288.0,2007-07-15,96,96.0,57.6,False,0.017882138254407213,0.0642739445784965,6.021516200426718,-0.0011365709290463407,-0.00011671715868673076,-4.470119332355739e-05,0.00012498436628816237,0.9,11.87955551729031,-2.7758378439993443,0.688942805091825,True
2007-03-01,2007-04-16,30,31,46.0,2007-04-19,3,15.333333333333329,9.200000000000001,False,0.007842701088025527,0.00190674677103962,5.965875147712927,-0.0027883552984224575,0.0004963389368751273,-1.7928634326559386e-06,0.000496342174933402,0.9,11.562319963568168,-0.0036121599614077015,0.43728487730527793,True
2007-02-15,2007-04-16,40,41,60.0,2007-04-22,6,20.0,12.0,False,0.01338894163513485,0.007349814082470946,5.948871116138829,-0.0012774076260644181,0.001027485870472057,1.288803832262043e-05,0.001027566696400543,0.9,6.0,0.012542617712744598,0.1864707610521596,True
2007-02-01,2007-04-16,50,51,74.0,2007-05-10,24,24.666666666666657,14.8,False,0.011805549212231717,0.00710792060232367,5.957930730666019,-0.0010254052030688632,-0.0006682381316400526,0.00036785139733373984,0.0007627954189021937,0.9,6.153942857008928,2.6383813735544317,0.19659682094585146,True
2007-01-18,2007-04-16,60,61,88.0,2007-05-15,29,29.33333333333333,17.6,False,0.011428742301748196,0.007967585186585888,5.956578454997839,-0.0009076856291197668,-0.00033947825427589433,-0.0005788076261810964,0.0006710169545187398,0.9,6.404566536030706,-2.101239959261757,0.19008801412973877,True
2007-01-04,2007-04-16,70,71,102.0,2007-05-20,34,34.0,20.400000000000002,False,0.011349606751022598,0.0091457637116029,6.01290111768556,-0.03970228100511331,0.01061719700371825,0.0030943835484200195,0.01105893673734036,0.20324081454062917,6.835747860948827,0.2835945462100978,0.10673994550946016,True
2006-12-15,2007-04-16,80,81,122.0,2007-05-26,40,40.66666666666666,24.400000000000002,False,0.011436458550111342,0.0105941993176416,6.013165972029049,-0.06055667907583394,-0.004770211736540568,-0.013761552470732222,0.014564863419069384,0.1,7.625739645301402,-1.9044686765462382,0.054522236258888114,True
2006-12-01,2007-04-16,90,91,136.0,2007-05-19,33,45.333333333333314,27.200000000000003,False,0.011627890481457506,0.012303913171438075,6.09088241470149,-0.11233793703747817,0.0012207947131224854,-0.01569368847210914,0.015741098995660983,0.1,6.434314472389165,-1.4931637658937795,0.1109147005856318,True
2006-11-17,2007-04-16,100,101,150.0,2007-05-17,31,50.0,30.0,False,0.01153899441343248,0.013447987599395823,6.091839088832803,-0.11325588995703555,-0.007060856207442052,-0.014385671535242764,0.016025081463195964,0.1,6.338588383602925,-2.027077534871953,0.11149823708954301,True
