model,event,input_csv,tc_true,n_fits,mean_tc_error_days,median_tc_error_days,mae_tc_error_days,std_tc_error_days,hit_rate_within_30_days_pct,hit_rate_within_60_days_pct,hit_rate_within_90_days_pct,check_pass_pct,optimizer_success_pct,valid_and_optimizer_success_pct,rmse_median,rmse_mean,kde_peak_error_days,kde_peak_tc_date
LPPL,GFC,baseline_gfc.csv,2007-06-01,2072,74.85666023166023,50.0,121.55936293436294,153.04053175315883,16.312741312741313,37.06563706563706,52.75096525096525,93.53281853281852,100.0,93.53281853281852,0.020142401713016102,0.01927161921684565,47.7137137137137,2007-07-18
