Model,Event,N,tc_true,H90_pct,Rand_H90_pct,p_H90,MAE_days,Rand_MAE_days,p_MAE,Mean_Err_days,Mean_95_CI,Md_Err_days,Md_95_CI
LPPL,GFC,2072,2007-06-01,52.75096525096525,25.56800675675676,0.04625,121.55936293436294,212.8353722007722,0.1448,74.85666023166023,"[68.33, 81.48]",50.0,"[47.00, 53.00]"
