Model,Event,N,tc_true,H90_pct,Rand_H90_pct,p_H90,MAE_days,Rand_MAE_days,p_MAE,Mean_Err_days,Mean_95_CI,Md_Err_days,Md_95_CI
LPPL,COVID,2268,2022-01-05,7.319223985890652,16.030330687830688,0.6561,373.6203703703704,331.3535335978836,0.65255,318.3328924162258,"[307.85, 328.80]",491.5,"[490.00, 492.00]"
