Model,Event,N,tc_true,H90_pct,Rand_H90_pct,p_H90,MAE_days,Rand_MAE_days,p_MAE,Mean_Err_days,Mean_95_CI,Md_Err_days,Md_95_CI
LPPL,QE,2268,2015-04-15,16.75485008818342,19.40237874779541,0.5391,290.63271604938274,284.7661401675485,0.64655,249.4404761904762,"[239.86, 259.04]",244.0,"[231.00, 267.00]"
