event_date,ci_bin,n,mean_ci,median_ci,mean_abs_error,median_abs_error,mae,mean_bias,median_bias,hit_rate_pm_60d,hit_rate_pm_120d
2011-02-17,High CI,44,0.1538461538461538,0.1538461538461538,133.1818181818182,86.0,133.1818181818182,133.1818181818182,86.0,0.20454545454545456,0.5454545454545454
2011-02-17,Low CI,108,0.07051282051282048,0.0769230769230769,120.62962962962963,74.0,120.62962962962963,115.16666666666667,74.0,0.46296296296296297,0.5833333333333334
2011-02-17,Medium CI,96,0.1153846153846153,0.1153846153846153,129.5,111.5,129.5,110.16666666666667,97.0,0.2708333333333333,0.5208333333333334
2015-07-20,High CI,540,0.6545584045584045,0.6538461538461539,196.1425925925926,197.0,196.1425925925926,-39.772222222222226,-107.5,0.005555555555555556,0.15185185185185185
2015-07-20,Low CI,614,0.2007015785517414,0.2307692307692307,284.5211726384365,285.0,284.5211726384365,283.63843648208467,285.0,0.019543973941368076,0.024429967426710098
2015-07-20,Medium CI,519,0.4024751741514747,0.4230769230769231,192.09055876685935,195.0,192.09055876685935,58.86512524084778,174.0,0.0019267822736030828,0.10211946050096339
2022-01-05,High CI,253,0.40635451505016723,0.4230769230769231,431.75889328063244,468.0,431.75889328063244,431.75889328063244,468.0,0.0,0.019762845849802372
2022-01-05,Low CI,284,0.11782231852654385,0.0769230769230769,202.14084507042253,147.5,202.14084507042253,106.94366197183099,18.0,0.16901408450704225,0.4154929577464789
2022-01-05,Medium CI,242,0.27113795295613474,0.2692307692307692,308.5206611570248,366.0,308.5206611570248,301.90909090909093,366.0,0.028925619834710745,0.128099173553719
