t1,t2,dt,observations,tc_predicted,tc_days_after_t2,global_tc_upper_date,lppls_valid,RMSE,SSE,A,B,C1,C2,C,m,omega,phi,damping,optimizer_success,window_dt_requested
2005-08-01,2007-03-29,426,426,2007-06-06,69,2008-08-10,False,0.01977945581125752,0.16666264755272225,6.103190560065616,-0.025530898374617434,0.002178697395659538,0.0021203327586155497,0.003040153507491337,0.42467344417644654,9.397894877629076,0.7718227639381913,0.3794854292546467,True,425
2005-06-27,2007-03-29,451,451,2008-04-01,369,2008-08-10,False,0.02001220154681937,0.18062018304848437,7.087249380346683,-0.32783610433180776,-0.001406467063555638,-0.008804213885989107,0.008915847225648846,0.21165730421449,13.0,-1.7292071435958085,0.5986652781183629,True,450
2005-05-23,2007-03-29,476,476,2008-04-24,392,2008-08-10,False,0.020502432109249114,0.20008646785971967,6.540409608048283,-0.05958938320912535,9.551274124606005e-05,-0.0027835183213456988,0.0027851565358176034,0.38776199870929673,12.951664101196943,-1.5364961102280807,0.6405587290787333,True,475
2005-04-18,2007-03-29,501,501,2007-10-11,196,2008-08-10,False,0.021926157731617858,0.2408589528287646,6.142555972313024,-0.007552343837196884,-0.000541913870661463,-0.000487313190309285,0.0007287968089012892,0.6211327505324067,8.452690990548277,-2.4091949868259506,0.7614909179050814,True,500
2005-03-10,2007-03-29,526,526,2007-10-15,200,2008-08-10,False,0.021446041996224154,0.2419246093018041,6.147928563042281,-0.007808674618658021,-8.290654145603387e-05,-0.0007375500423340866,0.0007421950953510903,0.6171572624806835,8.555668279840278,-1.6827344599360108,0.7589290075759111,True,525
2005-02-03,2007-03-29,551,551,2007-11-13,229,2008-08-10,False,0.02106551946038507,0.24450961668486004,6.170130662364839,-0.008244033822977953,-0.0005403483589071229,0.0005081915791545085,0.0007417782890440876,0.6123622549000196,9.125178175780794,2.3868530304550064,0.7458177368886987,True,550
2004-12-29,2007-03-29,576,576,2007-09-13,168,2008-08-10,False,0.021466862741437207,0.26543588887279007,6.115593494428528,-0.006553428775736865,0.0005289414863984797,-0.000390616723644277,0.0006575412692934357,0.6375347437319705,7.803500178130866,-0.6360923609058078,0.8142541505210038,True,575
2004-11-23,2007-03-29,601,601,2007-08-15,139,2008-08-10,False,0.021858093756250647,0.2871435338568832,6.081156662095251,-0.004874844216062159,0.00041068632378784306,0.00031033990006113643,0.0005147563599571444,0.6749174904829839,7.067722517664404,0.6471147209197626,0.9043368189517426,True,600
2004-10-19,2007-03-29,626,626,2007-07-15,108,2008-08-10,True,0.022482303449820003,0.3164141842245275,6.04908261152083,-0.003744422583847451,-6.587531880329229e-05,0.0004089007698452284,0.0004141731488248071,0.7083994880009497,6.298714132740452,1.7305272960455373,1.0167852943389215,True,625
2004-09-14,2007-03-29,651,651,2007-07-07,100,2008-08-10,True,0.022623287038435323,0.33319033879165666,6.034525722388436,-0.002954145846614805,0.000318807364666274,-6.266142288674997e-05,0.00032490704775927335,0.7408722126250812,6.0,-0.1940755647714334,1.1227029314449197,True,650
2004-08-10,2007-03-29,676,676,2007-07-19,112,2008-08-10,True,0.023466841837657435,0.37226824210353343,6.024259102190915,-0.001815620215683468,0.0001825242733375782,9.540724888699732e-06,0.00018277345482540076,0.8100168577417753,6.0,0.052223464282813485,1.3410800302531865,True,675
2004-07-06,2007-03-29,701,701,2007-07-24,117,2008-08-10,True,0.023286453235509447,0.3801234919069874,6.0210913878254555,-0.0015287404144193161,0.0001469646667378795,2.0683243423263512e-05,0.00014841297055137047,0.8343780559776196,6.0,0.13981788082248087,1.432430344350195,True,700
2004-06-01,2007-03-29,726,726,2007-07-19,112,2008-08-10,True,0.02313751053990253,0.38866003003245697,6.024997027876286,-0.0018491244776630495,0.00018782623704750775,1.0873097544321418e-05,0.00018814069090346963,0.8075458847761383,6.0,0.05782459511196248,1.322815792094096,True,725
2004-04-26,2007-03-29,751,751,2007-07-18,111,2008-08-10,True,0.023009079209255347,0.39759271226939785,6.02642377378561,-0.0019512682203963233,0.00020126102961247891,9.012308032225758e-06,0.0002014627105365726,0.8000290842746848,6.0,0.044749306556715204,1.2914477021415292,True,750
2006-10-06,2007-04-05,126,126,2007-05-24,49,2008-08-17,False,0.012679265567118405,0.020256235690510816,6.216379762260201,-0.19153140517181505,-0.014301716026844102,-0.002169834452303031,0.014465381531881233,0.1,6.0,-2.9910224773690124,0.22067790463469172,True,125
2006-09-01,2007-04-05,151,151,2007-10-29,207,2008-08-17,False,0.01581075745694747,0.03774698775572542,7.534942883173079,-0.9364841560389954,-0.017740373801382603,0.003815657112354597,0.018146076760882625,0.1,6.0,2.929736930737284,0.8601346435920959,True,150
2006-07-28,2007-04-05,176,176,2007-10-21,199,2008-08-17,False,0.014801911414705406,0.03856099834906637,7.492567030926611,-0.9142081654020017,-0.016517473844347458,0.006224044033859913,0.01765122279996855,0.1,6.0,2.781231057808376,0.8632151397877759,True,175
2006-06-23,2007-04-05,201,201,2008-01-12,282,2008-08-17,False,0.014878767677793024,0.044496923249557424,7.926805603914393,-1.1382929266552522,-0.009839559334585385,-0.020829157548370447,0.02303629163024431,0.1,6.0,-2.0121158733043165,0.8235504690642058,True,200
2006-05-19,2007-04-05,226,226,2008-08-04,487,2008-08-17,False,0.015771173224381492,0.056212958501399166,6.166173257338411,-0.0009332997912194738,6.850584906541736e-05,-7.363907705609443e-05,0.00010057715956342752,0.9,10.740747003253338,-0.8214951133373672,0.7775526838856783,True,225
2006-04-11,2007-04-05,251,251,2008-08-17,500,2008-08-17,False,0.020574815593574693,0.10625408221411069,5.026528040735173,0.002509286065275386,0.000634838527401227,-0.0003252599309166134,0.0007133119784027452,0.9,6.0,-0.4734792382825078,0.5276694086003301,True,250
2006-03-07,2007-04-05,276,276,2008-08-17,500,2008-08-17,False,0.020694264335393033,0.11819771108174114,6.022043402526046,-0.00047607993917703933,7.521425898483148e-05,0.000136174599862074,0.00015556576230724183,0.9,11.057614999128713,1.066160706594263,0.24908461578001795,True,275
2006-01-31,2007-04-05,301,301,2008-06-04,426,2008-08-17,False,0.02084730553911445,0.1308176546205988,6.149273976468519,-0.000940874342421832,0.0001109834754190214,-3.7207149420667176e-05,0.0001170542770858732,0.9,13.0,-0.32347406960529757,0.5564722289265136,True,300
2005-12-27,2007-04-05,326,326,2008-04-22,383,2008-08-17,False,0.020605968246051085,0.1384215323184686,6.151855330404883,-0.0010146582905401162,3.673468148580326e-05,-0.00011667908632542089,0.0001223251650707999,0.9,13.0,-1.2657854486113058,0.5742528442108583,True,325
2005-11-21,2007-04-05,351,351,2007-04-24,19,2008-08-17,False,0.019520413207888422,0.13374733266415337,5.955379414577917,-0.0009400872271139035,0.00019515637771150374,-0.00017411517431943735,0.00026153796223447786,0.9,7.177234856754995,-0.7284794117063801,0.4507323902287045,True,350
2005-10-17,2007-04-05,376,376,2008-04-22,383,2008-08-17,False,0.01943963761363709,0.1420902159666248,6.152163837000236,-0.0010156626281682222,3.704491312507838e-05,-0.0001171274058011905,0.0001228460613050388,0.9,13.0,-1.2644725810744897,0.5723838784902633,True,375
2005-09-12,2007-04-05,401,401,2008-04-03,364,2008-08-17,False,0.020785481445894965,0.17324653181399516,6.634840595362339,-0.09486181601605292,-0.0004081171624258084,-0.004068557702239149,0.004088975592335567,0.33629544712877824,13.0,-1.6707719344496912,0.6001427329916684,True,400
2005-08-08,2007-04-05,426,426,2007-06-13,69,2008-08-17,False,0.01996048947744238,0.16972740571629144,6.0906798270573335,-0.020815519290568133,-0.0019358482726790963,0.0016651683603077197,0.002553486675705307,0.4506010079769923,9.647545988778957,2.4312210354850556,0.380740394199836,True,425
2005-07-04,2007-04-05,451,451,2008-03-24,354,2008-08-17,False,0.02002905440329545,0.18092452215086613,7.440887688650587,-0.5670899386353325,-0.003825942277497975,-0.011329448077830973,0.011958019403689488,0.16474408780589814,13.0,-1.896470741902371,0.6009788300635217,True,450
2005-05-30,2007-04-05,476,476,2008-04-15,376,2008-08-17,False,0.02018253335608089,0.19389129467059524,6.694448611968748,-0.11404765703702797,0.00032812356303200084,-0.004380593602314506,0.004392865281482645,0.31761379009788904,12.986754311963319,-1.4960320381656913,0.6349466099347048,True,475
2005-04-25,2007-04-05,501,501,2007-10-17,195,2008-08-17,False,0.02179616809272979,0.2380115447067926,6.168070428071603,-0.010087491377502155,0.0005945827407974544,-0.00069061907685182,0.0009113085893186088,0.5843545807912154,8.68394894869263,-0.8599842576132678,0.744863861360833,True,500
2005-03-17,2007-04-05,526,526,2007-10-02,180,2008-08-17,False,0.021458340121256175,0.24220214975950358,6.143438192095485,-0.008217100062755148,-0.0007755095643923915,0.00015786575563491367,0.0007914143549786415,0.6096527576728356,8.326147288087533,2.940772621998152,0.7602441825433446,True,525
2005-02-10,2007-04-05,551,551,2007-11-03,212,2008-08-17,False,0.021077367950693707,0.24478474729064054,6.172668288110168,-0.009171023980277391,0.00024680189467345365,0.0007836089832501674,0.0008215559712184969,0.5983005121430239,8.974821800929153,1.265676060588794,0.7441735207900905,True,550
2005-01-06,2007-04-05,576,576,2007-09-24,172,2008-08-17,False,0.02129994068019643,0.2613239844364148,6.128017319541246,-0.007038232903385016,0.0002849423762561256,0.0006251071726067909,0.0006869869977160731,0.6293486619054711,8.058481374773322,1.1431050595880237,0.8001164940210185,True,575
2004-11-30,2007-04-05,601,601,2007-08-28,145,2008-08-17,False,0.021701847580132296,0.2830530832231677,6.091084900745582,-0.005063998542981265,-0.0003939816657199676,0.0003431763007304847,0.0005224859101512119,0.6709086972542022,7.323407726734361,2.425006268862928,0.8879105099309953,True,600
