tc_true,t1,t2,dt,observations,tc_predicted,tc_days_after_t2,global_tc_upper_date,check_pass,RMSE,A,B,C1,C2,C,m,omega,phi,optimizer_success
2015-04-15,2014-01-21,2014-07-23,125,126,2014-11-05,105,2016-08-20,True,0.013069102654469748,6.117565737919161,-0.17604416139085122,0.0015289115714321663,-0.00853974479370661,0.008675529478648454,0.1,6.0,-1.3936384466279277,True
2015-04-15,2014-01-07,2014-07-23,135,136,2014-12-24,154,2016-08-20,False,0.012910735586488573,5.757786311741482,0.03597135255916762,0.01423480124383868,-0.0009256325970205155,0.014264864603502488,0.1,6.0,-0.06493460903704011,True
2015-04-15,2013-12-16,2014-07-23,145,146,2014-12-18,148,2016-08-20,True,0.013657460456526549,5.910649818650027,-0.0006733608427405918,5.777956831616407e-05,-3.598479397910482e-05,6.806896438554718e-05,0.9,12.989424359882747,-0.5570117233546719,True
2015-04-15,2013-12-02,2014-07-23,155,156,2014-12-07,137,2016-08-20,True,0.01387041530992958,5.908469642467424,-0.0006872389602859388,-7.527638291025915e-05,7.187394343960166e-06,7.561873089061696e-05,0.9,12.620520903442504,3.0464011525681163,True
2015-04-15,2013-11-18,2014-07-23,165,166,2014-12-04,134,2016-08-20,True,0.014440785695729692,6.192700459477627,-0.12803872133700023,5.326486649486536e-05,-0.0032294714086511904,0.003229910637354882,0.19919367884312533,13.0,-1.5543044522306493,True
2015-04-15,2013-11-04,2014-07-23,175,176,2014-11-26,126,2016-08-20,True,0.01420266630804406,6.517248604402854,-0.40933851582599656,-0.0030170571036766125,-0.004729844609560475,0.005610175005954252,0.1,13.0,-2.1386016663759877,True
2015-04-15,2013-10-21,2014-07-23,185,186,2014-11-27,127,2016-08-20,True,0.013838069939897975,6.520920841153668,-0.4113541329888152,-0.002743323265510595,-0.00484498560329958,0.0055677381435617025,0.1,13.0,-2.0860064696141167,True
2015-04-15,2013-10-07,2014-07-23,195,196,2014-12-13,143,2016-08-20,True,0.01474848099201694,6.021601932771865,-0.025969517879999526,7.439303613124694e-05,-0.000872880822249099,0.0008760452349479952,0.37865916763572044,12.886137408709752,-1.4857747595473598,True
2015-04-15,2013-09-23,2014-07-23,205,206,2014-12-02,132,2016-08-20,True,0.014604458079106732,5.901628787860598,-0.0007875484459274858,2.5695876125695664e-05,-3.2631305370145925e-05,4.1534084075934676e-05,0.863103960146183,10.737020214697985,-0.9037480981706646,True
2015-04-15,2013-09-09,2014-07-23,215,216,2014-12-11,141,2016-08-20,True,0.014346610468786785,5.901390011735944,-0.0006199599033440474,2.3442746409168153e-05,2.1124513824410113e-05,3.155641683591881e-05,0.9,10.949039055204297,0.7334285082202472,True
2015-04-15,2013-08-26,2014-07-23,225,226,2014-10-16,85,2016-08-20,True,0.014828270227699869,5.8875523911882395,-0.0006643567855836627,5.833749451366258e-05,-2.1262678734204935e-06,5.8376230446999155e-05,0.9,7.74580662289944,-0.036431579800494655,True
2015-04-15,2013-08-12,2014-07-23,235,236,2014-09-24,63,2016-08-20,True,0.014611735412317257,5.87901111318817,-0.0006577242387423612,5.2770852344711085e-05,3.6587629793609334e-05,6.421384205217368e-05,0.9,6.8597956933449735,0.6062356016205254,True
2015-04-15,2013-07-26,2014-07-23,245,246,2016-07-12,720,2016-08-20,True,0.014589914352585907,6.347379345825509,-0.0012922586556997824,-7.728680648125892e-05,-6.948007171037293e-05,0.0001039265645585869,0.9,6.0,-2.409335803447589,True
2015-04-15,2013-07-12,2014-07-23,255,256,2016-07-28,736,2016-08-20,True,0.014326771809973694,6.3754365002563835,-0.0013363238653760028,-7.166755331200838e-05,-8.386602475000439e-05,0.00011031658218553507,0.9,6.0,-2.2779248869346262,True
2015-04-15,2013-06-28,2014-07-23,265,266,2016-07-18,726,2016-08-20,True,0.014474527771683506,6.529724048434711,-0.0017030529641432505,-9.573310053640491e-05,-0.00013900550127791326,0.00016878197748526754,0.9,6.0,-2.1738981282350642,True
2015-04-15,2013-06-14,2014-07-23,275,276,2016-07-18,726,2016-08-20,True,0.01505654912007473,6.622745906227255,-0.0019160672056947336,-0.00010633023643032147,-0.00017383784342289222,0.00020377859304954006,0.9,6.0,-2.119747704833564,True
2015-04-15,2013-05-31,2014-07-23,285,286,2016-08-16,755,2016-08-20,True,0.01590929363050059,6.343161357474918,-0.0012237966215578038,1.622992563057765e-05,7.589310620703194e-05,7.760911064898187e-05,0.9,7.441067939951862,1.3601172867303897,True
2015-04-15,2013-05-16,2014-07-23,295,296,2014-10-07,76,2016-08-20,True,0.01785952851609247,5.8869116528906344,-0.000688399400503498,-5.9242179134869034e-05,-6.428128081608348e-05,8.74169254321158e-05,0.9,7.358292064036516,-2.3154224044550076,True
2015-04-15,2013-04-30,2014-07-23,305,306,2014-08-05,13,2016-08-20,True,0.0177436015652307,5.864274077404627,-0.0007040346961346889,-5.6167516624168886e-05,9.178906463291713e-05,0.00010761051207903495,0.9,11.474069008702061,2.119934082172765,True
2015-04-15,2013-04-16,2014-07-23,315,316,2014-10-17,86,2016-08-20,True,0.018459187766706117,5.891273938992165,-0.0006937297766910714,8.057683941044254e-05,1.0021180444015542e-05,8.119760530254428e-05,0.9,7.736791329482192,0.12373267027706596,True
2015-04-15,2013-04-02,2014-07-23,325,326,2014-10-07,76,2016-08-20,True,0.018368033815141273,5.887252223077767,-0.0006935757850706458,-7.750591205849056e-05,-2.213621795855704e-05,8.060507769072129e-05,0.9,7.265774366527307,-2.8633923419498437,True
2015-04-15,2013-03-15,2014-07-23,335,336,2014-10-17,86,2016-08-20,True,0.018125281075027772,5.891705672984848,-0.0006993190171055122,7.025169026488223e-05,-3.410682559847001e-05,7.809337703978101e-05,0.9,7.634789991440787,-0.4519762034709093,True
2015-04-15,2013-03-01,2014-07-23,345,346,2014-10-16,85,2016-08-20,True,0.017935608398968416,5.891523844100098,-0.0007001331605309538,6.09695059243946e-05,-4.763220225101786e-05,7.736993824442837e-05,0.9,7.601933241264183,-0.6632007086617573,True
2015-04-15,2013-02-15,2014-07-23,355,356,2014-09-26,65,2016-08-20,True,0.01799806468110907,5.884029652765971,-0.000697835436196555,5.6804628374958905e-05,4.913289071557846e-05,7.510530443907515e-05,0.9,6.839940667689587,0.7131067902311953,True
2015-04-15,2013-02-01,2014-07-23,365,366,2014-08-21,29,2016-08-20,True,0.017848511809558616,5.875878205432434,-0.0007558647503655709,-6.434025126549273e-05,2.466636432197896e-05,6.890643991508584e-05,0.9,12.55988838593824,2.7755008872170417,True
2015-04-15,2013-01-18,2014-07-23,375,376,2015-03-07,227,2016-08-20,True,0.017766866173027477,5.960560052254004,-0.000788257851663529,-2.8108865485159122e-05,-2.8510985132055504e-05,4.003729001896931e-05,0.9,12.940596545847416,-2.3490925130275175,True
2015-04-15,2013-01-04,2014-07-23,385,386,2015-02-18,210,2016-08-20,True,0.017553961763280203,5.952659990151041,-0.0007827184776528981,3.238437417556188e-05,-2.5671944731243138e-05,4.1325493790477584e-05,0.9,12.272300078727906,-0.6702899886423679,True
2015-04-15,2012-12-13,2014-07-23,395,396,2015-03-03,223,2016-08-20,True,0.017386999244982805,5.959443388828287,-0.0007898390517001943,-3.495704311109275e-05,-2.0664970232122932e-05,4.060832251848535e-05,0.9,12.917687485201226,-2.6077034994952863,True
2015-04-15,2012-11-29,2014-07-23,405,406,2015-03-04,224,2016-08-20,True,0.017205190260267074,5.960573841020292,-0.0007931584455958108,-2.060590109377006e-05,-3.5475568874798215e-05,4.102583511492223e-05,0.9,13.0,-2.0970141715776824,True
2015-04-15,2012-11-15,2014-07-23,415,416,2014-10-26,95,2016-08-20,True,0.017304028449396408,5.903853688294074,-0.0007649456722943,1.4030130199739973e-05,5.448005548374216e-05,5.625763058406637e-05,0.9,13.0,1.3187452968925808,True
2015-04-15,2012-11-01,2014-07-23,425,426,2014-10-25,94,2016-08-20,True,0.01717427612809981,5.903461598316229,-0.0007637693752295836,1.4714739742326038e-05,5.3673801107221114e-05,5.565429445228751e-05,0.9,13.0,1.303219361780958,True
2015-04-15,2012-10-18,2014-07-23,435,436,2014-10-25,94,2016-08-20,True,0.017076835381713965,5.902967733865469,-0.0007604613899766354,1.415352985325857e-05,5.145076474031696e-05,5.336200520661236e-05,0.9,13.0,1.3023475480689874,True
2015-04-15,2012-10-04,2014-07-23,445,446,2014-09-08,47,2016-08-20,True,0.017060546414811643,5.880663453953447,-0.0007377191796490624,-2.1266494257789653e-05,5.023439062159339e-05,5.455050668086805e-05,0.9,12.305709573201423,1.971264612421891,True
2015-04-15,2012-09-20,2014-07-23,455,456,2014-09-15,54,2016-08-20,True,0.017080605736321572,5.8823099116703865,-0.0007298399941184218,5.0767853427680044e-05,3.2213194827467647e-06,5.0869950273853506e-05,0.9,13.0,0.0633670030695602,True
2015-04-15,2012-09-06,2014-07-23,465,466,2014-09-11,50,2016-08-20,True,0.01705794975518812,5.880188083658009,-0.0007355864440713333,5.10261485755605e-05,-6.928872844862609e-06,5.149443773220026e-05,0.8974578675768413,13.0,-0.13496512476589895,True
2015-04-15,2012-08-23,2014-07-23,475,476,2014-09-13,52,2016-08-20,True,0.016937340273733805,5.881157791932268,-0.0007263069751276339,5.002996056911923e-05,-1.445538191813831e-06,5.0050839505562916e-05,0.9,13.0,-0.0288854141894424,True
2015-04-15,2012-08-09,2014-07-23,485,486,2014-09-11,50,2016-08-20,True,0.016797853835533866,5.88013724157539,-0.0007238474044932114,5.054016504962655e-05,-5.502073967141002e-06,5.083877556731067e-05,0.9,13.0,-0.10843832776232509,True
2015-04-15,2012-07-25,2014-07-23,495,496,2014-09-14,53,2016-08-20,True,0.017244188677393527,5.882385063232176,-0.000731967360267477,2.7305036775104863e-05,-3.7741926257688723e-05,4.658345232945539e-05,0.9,12.835170571472224,-0.9444937249786804,True
2015-04-15,2012-07-11,2014-07-23,505,506,2015-03-04,224,2016-08-20,True,0.017793333206871875,5.95769232656923,-0.0007812242762306664,-1.6577094990913492e-05,-2.5785725175206683e-05,3.0654586951206126e-05,0.9,13.0,-2.142149101390546,True
2015-04-15,2012-06-27,2014-07-23,515,516,2015-01-17,178,2016-08-20,True,0.018090435595534124,5.941393896822245,-0.0007887432759198487,7.063907011407871e-06,-3.606395286603589e-05,3.674925140175614e-05,0.9,11.292316005322046,-1.377373439096746,True
2015-04-15,2012-06-13,2014-07-23,525,526,2014-12-12,142,2016-08-20,True,0.018923665649936895,5.930339747212531,-0.0008031150037174777,-4.275002801953791e-05,2.1492060500374178e-05,4.784844365518089e-05,0.9,10.05054120669074,2.6757571020074193,True
2015-04-15,2012-05-30,2014-07-23,535,536,2014-11-18,118,2016-08-20,True,0.020103504153109023,5.923990375262078,-0.0008197811252554106,-5.375724733180386e-05,-2.9014505577867498e-05,6.108750424285509e-05,0.9,9.272351140935955,-2.6466669229183033,True
2015-04-15,2012-05-14,2014-07-23,545,546,2014-11-09,109,2016-08-20,True,0.020219578779288823,5.921423567370783,-0.0008267664523795867,-2.0963559766344695e-06,6.695611911075765e-05,6.698892889690607e-05,0.9,8.975098559247668,1.6020955030732078,True
2015-04-15,2012-04-27,2014-07-23,555,556,2014-11-23,123,2016-08-20,True,0.020491191307131753,5.925590187283908,-0.0008181207913457837,5.619604130791103e-06,-5.981663632364525e-05,6.0080029391321375e-05,0.9,9.445472017615781,-1.477124089947794,True
2015-04-15,2012-04-13,2014-07-23,565,566,2014-12-14,144,2016-08-20,True,0.020832080447334186,5.932566938209456,-0.0008096850053758706,-4.9159152110570214e-05,-2.2659894364844148e-05,5.41303339067484e-05,0.9,10.185205772573294,-2.7096703904446726,True
2015-04-15,2012-03-28,2014-07-23,575,576,2015-01-30,191,2016-08-20,True,0.021576561255396365,5.9499555905794566,-0.0008045535833991998,1.6642988121917752e-05,4.688996678379823e-05,4.9755984952686815e-05,0.9,11.648462496123704,1.2297300020689856,True
2015-04-15,2012-03-14,2014-07-23,585,586,2015-03-08,228,2016-08-20,True,0.023089499099090204,5.962267217387755,-0.0007956147966503543,-2.8520966186887927e-05,-4.226724601010735e-05,5.0989857790667946e-05,0.9,12.959808913797783,-2.164392790666562,True
2015-04-15,2012-02-29,2014-07-23,595,596,2015-03-02,222,2016-08-20,True,0.023534081042924107,5.957563634693368,-0.000785709812746736,-2.6367691778719032e-05,-4.864803142950899e-05,5.5334312426414244e-05,0.9,13.0,-2.0674840510129684,True
2015-04-15,2012-02-14,2014-07-23,605,606,2015-02-27,219,2016-08-20,True,0.02375896617489407,5.954218082826406,-0.0007778742128436121,-3.338134478796811e-05,-4.949528421672783e-05,5.970006147021855e-05,0.8999107506538329,13.0,-2.164157642079151,True
2015-04-15,2012-01-31,2014-07-23,615,616,2014-07-25,2,2016-08-20,True,0.023573498866889087,5.860981047279084,-0.0007287795499027958,-1.2779080854838769e-05,-8.762284497241816e-05,8.854980445238111e-05,0.9,9.77745443799966,-1.7156171983268826,True
2015-04-15,2012-01-17,2014-07-23,625,626,2015-02-25,217,2016-08-20,True,0.023579140807414602,5.955975867421387,-0.0008488232875808268,-3.917787286453081e-05,-5.414412968765282e-05,6.68318225235756e-05,0.8877600173893168,13.0,-2.1971763190442246,True
2015-04-15,2012-01-03,2014-07-23,635,636,2015-02-26,218,2016-08-20,True,0.023622351121482085,5.954399208751113,-0.0007795024493827833,-3.402676025486597e-05,-4.7315596586532586e-05,5.8280237592014155e-05,0.9,13.0,-2.194255857390401,True
2015-04-15,2011-12-16,2014-07-23,645,646,2015-02-24,216,2016-08-20,True,0.024557329066293005,5.95703022225494,-0.0007924020376273808,-3.2234443521481345e-05,-3.9372020150497e-05,5.088433275450031e-05,0.9,13.0,-2.2568448319876198,True
2015-04-15,2011-12-02,2014-07-23,655,656,2015-02-19,211,2016-08-20,True,0.02520021307347741,5.958277648856505,-0.0008032290014099295,-3.262711440819956e-05,-3.1128847511398515e-05,4.509471966864463e-05,0.9,13.0,-2.3796901937536625,True
2015-04-15,2011-11-17,2014-07-23,665,666,2014-11-03,103,2016-08-20,True,0.026699894977025008,5.916556857763637,-0.0008098846226738393,-1.5948259740023974e-05,4.286768135034482e-05,4.5738223545410794e-05,0.9,13.0,1.9269646437658954,True
2015-04-15,2011-11-03,2014-07-23,675,676,2014-11-02,102,2016-08-20,True,0.026592861357921656,5.916503764541753,-0.0008125095303124382,-1.2552806204265649e-05,4.3866453145608266e-05,4.5627170142117025e-05,0.9,13.0,1.8495076328723266,True
2015-04-15,2011-10-20,2014-07-23,685,686,2014-11-02,102,2016-08-20,True,0.026522805659204774,5.916520081204156,-0.0008117966376668823,-1.3464029768625355e-05,4.3502615829545986e-05,4.5538529638356735e-05,0.9,13.0,1.8709451438178382,True
2015-04-15,2011-10-06,2014-07-23,695,696,2014-11-01,101,2016-08-20,True,0.02637656224311078,5.916469678411201,-0.0008132079369269718,-1.1709847425013523e-05,4.443792809896596e-05,4.595486895254913e-05,0.9,13.0,1.8284495029421937,True
2015-04-15,2011-09-22,2014-07-23,705,706,2014-10-27,96,2016-08-20,True,0.027009814758700974,5.916323425390835,-0.0008209532609040615,-2.474904380193249e-06,4.9653518180271255e-05,4.9715158848882576e-05,0.9,13.0,1.6205985964418717,True
2015-04-15,2011-09-08,2014-07-23,715,716,2014-10-26,95,2016-08-20,True,0.027033351911765223,5.9165047840717575,-0.0008244850096057358,1.020104891148312e-06,5.1962047770699195e-05,5.197206001798822e-05,0.9,13.0,1.5511671182842754,True
2015-04-15,2011-08-25,2014-07-23,725,726,2014-10-26,95,2016-08-20,True,0.02699244670434022,5.916443571813863,-0.0008239142271861857,6.109218757088499e-07,5.1539902561101346e-05,5.1543523177466645e-05,0.9,13.0,1.5589435052772016,True
2015-04-15,2011-08-11,2014-07-23,735,736,2014-10-27,96,2016-08-20,True,0.027068988640425767,5.916032964905206,-0.0008210451058751043,-9.079207093059795e-07,4.932936751022779e-05,4.9337722069158235e-05,0.9,13.0,1.589199526659247,True
2015-04-15,2011-07-27,2014-07-23,745,746,2014-10-30,99,2016-08-20,True,0.0297203870056564,5.914564949986192,-0.0008083481930948535,-6.3373143923694825e-06,3.847080163669672e-05,3.898928227446359e-05,0.9,13.0,1.7340605770272528,True
2015-04-15,2014-01-28,2014-07-30,125,126,2015-02-28,213,2016-08-20,False,0.012689195587610714,5.623255288164328,0.10860874717588735,-4.086319007780975e-05,0.016907281174979784,0.016907330556008217,0.1,6.0,1.5732132210364422,True
2015-04-15,2014-01-14,2014-07-30,135,136,2014-11-01,94,2016-08-20,True,0.012895344842083436,6.142886751143409,-0.19101361009303605,0.007731097698372935,-0.002439947043660182,0.008106985456854685,0.1,6.2545746019891215,-0.3057080531764434,True
2015-04-15,2013-12-23,2014-07-30,145,146,2014-11-05,98,2016-08-20,True,0.012726160396284854,6.149649824092785,-0.19494775059618255,0.0015398607074939476,-0.0076378048928907975,0.00779148474813051,0.1,6.0,-1.3718528102079375,True
2015-04-15,2013-12-09,2014-07-30,155,156,2014-12-18,141,2016-08-20,True,0.013856234465234322,5.910825917499475,-0.000682406233935908,6.332854184282008e-05,-4.702787565054637e-05,7.888044941644962e-05,0.9,13.0,-0.6387492850066454,True
2015-04-15,2013-11-25,2014-07-30,165,166,2014-12-20,143,2016-08-20,True,0.01431794762893581,5.9050190728471,-0.0006309456840663175,5.165506919977778e-05,-2.929889681341015e-05,5.938578557632025e-05,0.9,13.0,-0.5159546891713664,True
2015-04-15,2013-11-11,2014-07-30,175,176,2014-12-06,129,2016-08-20,True,0.014364961383679471,6.084927075160698,-0.06481431500643256,-4.0666792239417264e-05,-0.0021983533035559036,0.0021987294138311334,0.2624829693687445,13.0,-1.589292968962759,True
2015-04-15,2013-10-28,2014-07-30,185,186,2014-12-01,124,2016-08-20,True,0.014069679996865429,6.159380444858167,-0.11794937222320517,-0.00113796953057946,-0.0030078183199956712,0.0032158895656767845,0.1978791945868427,13.0,-1.9324895376763627,True
2015-04-15,2013-10-14,2014-07-30,195,196,2014-12-07,130,2016-08-20,True,0.013977056107017449,6.094001230632471,-0.06930747307694692,0.00020489666197261343,-0.002129378445662634,0.0021392136889380954,0.2558974587843692,13.0,-1.4748679712321928,True
2015-04-15,2013-09-30,2014-07-30,205,206,2015-01-19,173,2016-08-20,True,0.014712145128947146,5.911553166460105,-0.0006084820426720348,1.2244869117372716e-05,2.7693497722243615e-05,3.0279805742334286e-05,0.9,12.9675232394905,1.1544838955128303,True
2015-04-15,2013-09-16,2014-07-30,215,216,2016-08-16,748,2016-08-20,True,0.014602957230542642,6.533681647838191,-0.3808815468971296,-0.01029429063520787,0.02090292714868856,0.023300317231005882,0.1,6.0,2.028410515651079,True
2015-04-15,2013-09-02,2014-07-30,225,226,2014-11-17,110,2016-08-20,True,0.014477959403718975,5.894103688999196,-0.0006300020805171888,-4.2074699547743914e-05,-8.623312055940646e-06,4.294929397379022e-05,0.9,9.306140946439838,-2.9394397053885997,True
2015-04-15,2013-08-19,2014-07-30,235,236,2016-07-28,729,2016-08-20,True,0.014815067037879949,6.38504913510754,-0.0013708452654473619,-8.66055141131375e-05,-8.668647321989887e-05,0.0001225359527408389,0.9,6.0,-2.355727307017189,True
2015-04-15,2013-08-05,2014-07-30,245,246,2014-11-06,99,2016-08-20,True,0.01449304269859096,5.893088162298501,-0.0006547547472513019,3.000807580144108e-05,-4.679028745069212e-05,5.558610989288089e-05,0.9,8.579998694527728,-1.0005392553377803,True
2015-04-15,2013-07-19,2014-07-30,255,256,2016-07-27,728,2016-08-20,True,0.014391216783391223,6.276573542461376,-0.00111955228264676,-7.112313124783885e-05,-4.761756550722875e-05,8.559166047771554e-05,0.9,6.0,-2.55162496788443,True
2015-04-15,2013-07-05,2014-07-30,265,266,2016-08-19,751,2016-08-20,True,0.01425911988991672,6.385854006378668,-0.0013409292440551442,-6.937913466117788e-05,-9.396168127519695e-05,0.00011680009364035437,0.9,6.0,-2.206817054732756,True
2015-04-15,2013-06-21,2014-07-30,275,276,2016-08-05,737,2016-08-20,True,0.015009925830050959,6.63030987026546,-0.001909223316478454,-9.578531355910352e-05,-0.00018356995693105292,0.00020705737219738011,0.9,6.0,-2.051725071632834,True
2015-04-15,2013-06-07,2014-07-30,285,286,2016-08-01,733,2016-08-20,True,0.01520761437099906,6.486352904208448,-0.0015926444179296024,-9.071293852730162e-05,-0.0001273370965670523,0.0001563444062906787,0.9,6.0,-2.1897855841087757,True
2015-04-15,2013-05-24,2014-07-30,295,296,2014-09-23,55,2016-08-20,True,0.016854794670664676,5.8808000572308785,-0.0006917052501756641,1.443429763397727e-06,-9.296402066010984e-05,9.297522587644081e-05,0.9,6.440466835724632,-1.5552708172932632,True
