t1,t2,observations,tc_predicted,tc_days_after_t2,global_tc_upper_date,positive_lppls_valid,RMSE,SSE,A,B,C1,C2,C,m,omega,phi,damping,optimizer_success,window_dt_requested,positive_bubble_confidence,event_date,tc_error_days,abs_tc_error_days,hit_pm_60d,hit_pm_120d,ci_bin
2012-06-20,2014-11-13,601,2016-03-27,500,2016-03-27,True,0.023509307870515,0.3321652214869477,6.006398643084065,-0.0005929738411532,-3.748942667392657e-05,5.49461369485057e-05,6.651717881798401e-05,0.9,6.0,2.169540054700449,1.337189546423379,True,600,0.2692307692307692,2015-07-20,251,251,0,0,Low CI
2012-05-14,2014-11-13,626,2016-03-27,500,2016-03-27,True,0.0263801080523326,0.4356397231338194,6.043516168443361,-0.0006849851942887,-5.351787108778781e-05,2.984024400537916e-05,6.127481283585973e-05,0.9,6.0,2.6329520690815373,1.6768354628605295,True,625,0.2692307692307692,2015-07-20,251,251,0,0,Low CI
2012-04-04,2014-11-13,651,2016-03-27,500,2016-03-27,True,0.0261191550652491,0.4441188801209682,6.03626464105986,-0.000667248028626,-5.0956227457221066e-05,3.5275475495941724e-05,6.197496501117878e-05,0.9,6.0,2.5360733654394494,1.6149618523520362,True,650,0.2692307692307692,2015-07-20,251,251,0,0,Low CI
2012-02-29,2014-11-13,676,2016-03-27,500,2016-03-27,True,0.0275827335966229,0.5143056622396956,6.011807745030568,-0.0006079376924785,-4.376091185310039e-05,5.46680790579937e-05,7.002582576525515e-05,0.9,6.0,2.245832201525181,1.3022431777881096,True,675,0.2692307692307692,2015-07-20,251,251,0,0,Low CI
2012-01-24,2014-11-13,701,2016-03-27,500,2016-03-27,True,0.0276383084541273,0.5354771420380455,6.001504273879449,-0.0005831573619603,-4.1385301137676574e-05,6.323455343651904e-05,7.557348674351446e-05,0.9,6.0,2.150309512418099,1.1574641856994328,True,700,0.2692307692307692,2015-07-20,251,251,0,0,Low CI
2011-12-16,2014-11-13,726,2016-03-27,500,2016-03-27,True,0.0281272307971267,0.5743684475405693,6.013197877201126,-0.0006109224982283,-4.277312497421726e-05,5.292677892930554e-05,6.804986515704193e-05,0.9,6.0,2.250491046261065,1.3466356549389036,True,725,0.2692307692307692,2015-07-20,251,251,0,0,Low CI
2011-11-10,2014-11-13,751,2016-03-27,500,2016-03-27,True,0.0300728489658424,0.6791865599366997,6.033123450019579,-0.0006578948616019,-4.374780403823921e-05,3.493013593811186e-05,5.598200384787198e-05,0.9,6.0,2.467801710736341,1.762784867588231,True,750,0.2692307692307692,2015-07-20,251,251,0,0,Low CI
2012-06-21,2014-11-14,601,2016-03-28,500,2016-03-28,True,0.0234271468948264,0.3298475581906978,6.004666789352148,-0.0005882583368051,-3.735244804200288e-05,5.590581322343221e-05,6.723589314424114e-05,0.9,6.0,2.1598125233937475,1.3123756730868226,True,600,0.2692307692307692,2015-07-20,252,252,0,0,Low CI
2012-05-15,2014-11-14,626,2016-03-28,500,2016-03-28,True,0.0263782139875766,0.435577168407164,6.042343819082225,-0.0006816863892665,-5.36740337223181e-05,3.0402874186793955e-05,6.168660028598239e-05,0.9,6.0,2.626218698053903,1.6576202597635237,True,625,0.2692307692307692,2015-07-20,252,252,0,0,Low CI
2012-04-05,2014-11-14,651,2016-03-28,500,2016-03-28,True,0.0261039366251988,0.4436014952733924,6.036309271927376,-0.0006669279359167,-5.155136000489829e-05,3.4945684119036904e-05,6.227955970382366e-05,0.9,6.0,2.54586645611455,1.606292511752859,True,650,0.2692307692307692,2015-07-20,252,252,0,0,Low CI
2012-03-01,2014-11-14,676,2016-03-28,500,2016-03-28,True,0.0275450262178196,0.5129004452740926,6.012139038129567,-0.0006082917029162,-4.440779485181764e-05,5.41304236004414e-05,7.001539118482696e-05,0.9,6.0,2.257844221642673,1.303195681597672,True,675,0.2692307692307692,2015-07-20,252,252,0,0,Low CI
2012-01-25,2014-11-14,701,2016-03-28,500,2016-03-28,True,0.0276371580975244,0.5354325679030002,6.001274953144432,-0.0005821536192685,-4.189018388802808e-05,6.317363401290586e-05,7.580036636170951e-05,0.9,6.0,2.1563228533772434,1.1520134675021183,True,700,0.2692307692307692,2015-07-20,252,252,0,0,Low CI
2011-12-19,2014-11-14,726,2016-03-28,500,2016-03-28,True,0.0279875326736955,0.5686772412270147,6.011820665783152,-0.0006072044824492,-4.315977249775844e-05,5.386727365544851e-05,6.902498919325698e-05,0.9,6.0,2.246283391454968,1.319531859865608,True,725,0.2692307692307692,2015-07-20,252,252,0,0,Low CI
2011-11-11,2014-11-14,751,2016-03-28,500,2016-03-28,True,0.0300381790341264,0.6776214419643599,6.032190745271373,-0.0006552499016437,-4.420194948912294e-05,3.544979769151097e-05,5.666127862136569e-05,0.9,6.0,2.4656356710840828,1.7346499697502484,True,750,0.2692307692307692,2015-07-20,252,252,0,0,Low CI
2012-06-22,2014-11-17,601,2016-03-31,500,2016-03-31,True,0.0233046639460694,0.3264075243451771,6.00319045482794,-0.0005829824393045,-3.790109649448602e-05,5.643190059735174e-05,6.797832390191544e-05,0.9,6.0,2.1622240311852705,1.2864007359442182,True,600,0.2692307692307692,2015-07-20,255,255,0,0,Low CI
2012-05-16,2014-11-17,626,2016-03-31,500,2016-03-31,True,0.0263390017741303,0.4342831270504851,6.041669342604343,-0.0006781944347855,-5.417546378039456e-05,3.030403205146623e-05,6.207507740145908e-05,0.9,6.0,2.6315854240294114,1.6388085118269182,True,625,0.2692307692307692,2015-07-20,255,255,0,0,Low CI
2012-04-10,2014-11-17,651,2016-03-31,500,2016-03-31,True,0.0260639682287108,0.4422441163275377,6.036939674256078,-0.0006666627676121,-5.25884630966064e-05,3.3891029424480164e-05,6.256315470238144e-05,0.9,6.0,2.5691236157221944,1.5983755233817118,True,650,0.2692307692307692,2015-07-20,255,255,0,0,Low CI
2012-03-02,2014-11-17,676,2016-03-31,500,2016-03-31,True,0.0274678172352483,0.510029144960249,6.012973997897036,-0.0006086453519211,-4.575508724912411e-05,5.290371792423802e-05,6.994520269026535e-05,0.9,6.0,2.283862787032747,1.3052618232083486,True,675,0.2692307692307692,2015-07-20,255,255,0,0,Low CI
2012-01-26,2014-11-17,701,2016-03-31,500,2016-03-31,True,0.0276240684958381,0.534925501344192,6.001169337475911,-0.0005803055274157,-4.314709450516217e-05,6.27158437408169e-05,7.612456121620642e-05,0.9,6.0,2.1734079000758677,1.143465758247728,True,700,0.2692307692307692,2015-07-20,255,255,0,0,Low CI
2011-12-20,2014-11-17,726,2016-03-31,500,2016-03-31,True,0.0278292511450068,0.5622632012058947,6.010697181295877,-0.0006028920319328,-4.420289452405304e-05,5.433679206213085e-05,7.004557699032684e-05,0.9,6.0,2.2537139894690763,1.2910708809267526,True,725,0.2692307692307692,2015-07-20,255,255,0,0,Low CI
2011-11-14,2014-11-17,751,2016-03-31,500,2016-03-31,True,0.0300214996797397,0.6768691227084807,6.031959178948218,-0.0006529374687543,-4.509032067982605e-05,3.5194514665259075e-05,5.719957064115678e-05,0.9,6.0,2.478834627516838,1.7122614595759649,True,750,0.2692307692307692,2015-07-20,255,255,0,0,Low CI
2012-06-25,2014-11-18,601,2016-04-01,500,2016-04-01,True,0.0231540405899465,0.3222018669801756,6.001502266600474,-0.0005782638826735,-3.756743243574394e-05,5.738124320229825e-05,6.858512266705867e-05,0.9,6.0,2.150467673705822,1.2646996757897466,True,600,0.2692307692307692,2015-07-20,256,256,0,0,Low CI
2012-05-18,2014-11-18,626,2016-04-01,500,2016-04-01,True,0.0262979166727154,0.432929343749504,6.04054105886245,-0.0006749033612023,-5.4156074734025535e-05,3.087453321768416e-05,6.233872979141652e-05,0.9,6.0,2.623446490772527,1.623958404655969,True,625,0.2692307692307692,2015-07-20,256,256,0,0,Low CI
2012-04-11,2014-11-18,651,2016-04-01,500,2016-04-01,True,0.0260613698266064,0.4421559432026898,6.036785483759475,-0.0006657632151167,-5.294129945335871e-05,3.37683837834156e-05,6.279398801759804e-05,0.9,6.0,2.5738092155268744,1.590351010028691,True,650,0.2692307692307692,2015-07-20,256,256,0,0,Low CI
2012-03-05,2014-11-18,676,2016-04-01,500,2016-04-01,True,0.0273956116020475,0.5073512056939643,6.0138094321295705,-0.0006101227199727,-4.636351044430377e-05,5.201951488073065e-05,6.968217153006659e-05,0.9,6.0,2.2987680631883083,1.3133690582018864,True,675,0.2692307692307692,2015-07-20,256,256,0,0,Low CI
2012-01-27,2014-11-18,701,2016-04-01,500,2016-04-01,True,0.0276175760502625,0.5346740853313153,6.001314054995351,-0.0005801108515496,-4.357898472827731e-05,6.241398512399471e-05,7.612248977145755e-05,0.9,6.0,2.1803298065605223,1.1431132638159955,True,700,0.2692307692307692,2015-07-20,256,256,0,0,Low CI
2011-12-21,2014-11-18,726,2016-04-01,500,2016-04-01,True,0.027741443902347,0.5587206773054116,6.009825491997742,-0.0006002942444059,-4.452536733512151e-05,5.491577906777432e-05,7.069831063715812e-05,0.9,6.0,2.2520842242021857,1.2736391555807405,True,725,0.2692307692307692,2015-07-20,256,256,0,0,Low CI
2011-11-15,2014-11-18,751,2016-04-01,500,2016-04-01,True,0.029996823228841,0.6757568622705764,6.031390853933432,-0.0006510761951586,-4.545393382440912e-05,3.547396590841119e-05,5.765815083216667e-05,0.9,6.0,2.478894251744035,1.6938009260490787,True,750,0.2692307692307692,2015-07-20,256,256,0,0,Low CI
2012-06-26,2014-11-19,601,2016-04-02,500,2016-04-02,True,0.0229124911992273,0.3155143340257562,5.999399992339007,-0.0005725157317368,-3.704473753590573e-05,5.859266011673144e-05,6.932108192071843e-05,0.9,6.0,2.1345863929868103,1.2388346716623428,True,600,0.2692307692307692,2015-07-20,257,257,0,0,Low CI
2012-05-21,2014-11-19,626,2016-04-02,500,2016-04-02,True,0.0261853179323925,0.4292299678880195,6.038861829231474,-0.0006702593261976,-5.392274592912183e-05,3.183459048252619e-05,6.261871668859697e-05,0.9,6.0,2.6082811162612685,1.6055726505802874,True,625,0.2692307692307692,2015-07-20,257,257,0,0,Low CI
2012-04-12,2014-11-19,651,2016-04-02,500,2016-04-02,True,0.0260559279177547,0.4419713081555546,6.036763637787619,-0.0006651907417244,-5.334232490100184e-05,3.3539296590027215e-05,6.30102217231288e-05,0.9,6.0,2.580297090364079,1.583530553139504,True,650,0.2692307692307692,2015-07-20,257,257,0,0,Low CI
2012-03-06,2014-11-19,676,2016-04-02,500,2016-04-02,True,0.0273387186274547,0.5052461424652127,6.014511128956876,-0.0006112846906125,-4.694742366922517e-05,5.123836930965946e-05,6.949410823005629e-05,0.9,6.0,2.3125199738550686,1.3194313291759563,True,675,0.2692307692307692,2015-07-20,257,257,0,0,Low CI
2012-01-30,2014-11-19,701,2016-04-02,500,2016-04-02,True,0.0276129264623479,0.5344940691783412,6.001293837670831,-0.0005795272586582,-4.398675814019157e-05,6.224667971726241e-05,7.621997131662514e-05,0.9,6.0,2.1859729697029224,1.140502775022358,True,700,0.2692307692307692,2015-07-20,257,257,0,0,Low CI
2011-12-22,2014-11-19,726,2016-04-02,500,2016-04-02,True,0.0276349439526084,0.5544390323935248,6.008860851138115,-0.0005974797731514,-4.484286027148849e-05,5.5573508945778674e-05,7.140936222845561e-05,0.9,6.0,2.2497369421532505,1.2550450413770489,True,725,0.2692307692307692,2015-07-20,257,257,0,0,Low CI
2011-11-16,2014-11-19,751,2016-04-02,500,2016-04-02,True,0.0299613776137893,0.6741607955355726,6.030730034283402,-0.0006490012682863,-4.581990485036353e-05,3.583305624452531e-05,5.8167616422883285e-05,0.9,6.0,2.4778984892701774,1.673614912036444,True,750,0.2692307692307692,2015-07-20,257,257,0,0,Low CI
2012-06-27,2014-11-20,601,2016-04-03,500,2016-04-03,True,0.0226540674090903,0.3084372688755402,5.997146815323407,-0.00056641962069,-3.650156399738489e-05,5.989795449553235e-05,7.01436321201294e-05,0.9,6.0,2.118095900867706,1.2112709384367348,True,600,0.2692307692307692,2015-07-20,258,258,0,0,Low CI
2012-05-22,2014-11-20,626,2016-04-03,500,2016-04-03,True,0.0260869829120937,0.4260122040873763,6.0372038821299245,-0.0006656911361351,-5.3736401645894375e-05,3.2765499757332606e-05,6.293789666168263e-05,0.9,6.0,2.594038540884861,1.58654285758902,True,625,0.2692307692307692,2015-07-20,258,258,0,0,Low CI
2012-04-13,2014-11-20,651,2016-04-03,500,2016-04-03,True,0.026041630112937,0.4414863908093069,6.036894050197118,-0.0006650145309765,-5.383375975663332e-05,3.3175098994546454e-05,6.323496566641647e-05,0.9,6.0,2.589309631398214,1.5774845229251782,True,650,0.2692307692307692,2015-07-20,258,258,0,0,Low CI
2012-03-07,2014-11-20,676,2016-04-03,500,2016-04-03,True,0.0273274968970776,0.5048314505820167,6.01466322316559,-0.0006111453127381,-4.742725906022982e-05,5.088250217309128e-05,6.955842098093365e-05,0.9,6.0,2.321062460605471,1.3179108383706608,True,675,0.2692307692307692,2015-07-20,258,258,0,0,Low CI
2012-01-31,2014-11-20,701,2016-04-03,500,2016-04-03,True,0.0276044051334154,0.5341642311215833,6.001026198645914,-0.0005783746437322,-4.438117272212651e-05,6.226680432964911e-05,7.646465466879475e-05,0.9,6.0,2.1900335914399465,1.134592145032459,True,700,0.2692307692307692,2015-07-20,258,258,0,0,Low CI
2011-12-23,2014-11-20,726,2016-04-03,500,2016-04-03,True,0.0275570420090119,0.551317549671962,6.007979449501016,-0.0005948819472879,-4.519293558966162e-05,5.613329755904233e-05,7.206489105010353e-05,0.9,6.0,2.2486394894815325,1.238221425064623,True,725,0.2692307692307692,2015-07-20,258,258,0,0,Low CI
2011-11-17,2014-11-20,751,2016-04-03,500,2016-04-03,True,0.0299263184934413,0.6725839884667397,6.030011589976639,-0.000646809885865,-4.620639487989708e-05,3.62193763289428e-05,5.871008558548148e-05,0.9,6.0,2.476770523727493,1.652552230374342,True,750,0.2692307692307692,2015-07-20,258,258,0,0,Low CI
2012-06-28,2014-11-21,601,2016-04-04,500,2016-04-04,True,0.0224683511162712,0.3034009079323118,5.995996850778712,-0.0005628375981271,-3.60299192325566e-05,6.052757516857813e-05,7.043963682254776e-05,0.9,6.0,2.1077265962226366,1.1985530239425095,True,600,0.2692307692307692,2015-07-20,259,259,0,0,Low CI
2012-05-23,2014-11-21,626,2016-04-04,500,2016-04-04,True,0.0260312099904165,0.4241925573717903,6.036657015819969,-0.0006636468678976,-5.360396058979633e-05,3.2992635501478994e-05,6.294361435638956e-05,0.9,6.0,2.589862132591385,1.5815270731199436,True,625,0.2692307692307692,2015-07-20,259,259,0,0,Low CI
2012-04-16,2014-11-21,651,2016-04-04,500,2016-04-04,True,0.0260318158011073,0.4411536874707096,6.037336455550095,-0.0006654043868255,-5.40872735687025e-05,3.269165478334208e-05,6.319950517661414e-05,0.9,6.0,2.597926444460914,1.579294928732618,True,650,0.2692307692307692,2015-07-20,259,259,0,0,Low CI
2012-03-08,2014-11-21,676,2016-04-04,500,2016-04-04,True,0.0273095400175913,0.5041682197573566,6.015488242595049,-0.000612450192516,-4.77827189674661e-05,5.012544806047662e-05,6.925134493414106e-05,0.9,6.0,2.332271234195224,1.3265811510920729,True,675,0.2692307692307692,2015-07-20,259,259,0,0,Low CI
2012-02-01,2014-11-21,701,2016-04-04,500,2016-04-04,True,0.0276055326343562,0.5342078678505824,6.001374845880903,-0.0005785272235035,-4.462983123564364e-05,6.192959601590358e-05,7.633542230717699e-05,0.9,6.0,2.1952501768926203,1.136812778428402,True,700,0.2692307692307692,2015-07-20,259,259,0,0,Low CI
2011-12-27,2014-11-21,726,2016-04-04,500,2016-04-04,True,0.0275019375078178,0.5491148674125262,6.007667210333031,-0.0005934735413663,-4.53801663603912e-05,5.637496362397461e-05,7.237054665056249e-05,0.9,6.0,2.248560546299619,1.2300726652623195,True,725,0.2692307692307692,2015-07-20,259,259,0,0,Low CI
2011-11-18,2014-11-21,751,2016-04-04,500,2016-04-04,True,0.0298555396527441,0.6694062892153911,6.02952938630797,-0.0006450236014203,-4.641728283369239e-05,3.658931590238361e-05,5.9104502230095946e-05,0.9,6.0,2.4740456612612687,1.636991033887646,True,750,0.2692307692307692,2015-07-20,259,259,0,0,Low CI
2012-06-29,2014-11-24,601,2016-04-07,500,2016-04-07,True,0.0222380472834098,0.2972129789344829,5.994914681164281,-0.0005583304874786,-3.630668008374305e-05,6.082801623878745e-05,7.083941401684131e-05,0.9,6.0,2.1089143543019926,1.182245424868748,True,600,0.2692307692307692,2015-07-20,262,262,0,0,Low CI
2012-05-24,2014-11-24,626,2016-04-07,500,2016-04-07,True,0.0258878923042435,0.4195345379405261,6.036121219013195,-0.0006602907088645,-5.372841021682178e-05,3.2870782579535465e-05,6.298595408357462e-05,0.9,6.0,2.592545336655246,1.5724713195304427,True,625,0.2692307692307692,2015-07-20,262,262,0,0,Low CI
2012-04-17,2014-11-24,651,2016-04-07,500,2016-04-07,True,0.0260038754342293,0.4402072009768931,6.038311719675582,-0.0006657565011444,-5.478309807464431e-05,3.14798294993991e-05,6.318360151152618e-05,0.9,6.0,2.62003898259178,1.5805283773423973,True,650,0.2692307692307692,2015-07-20,262,262,0,0,Low CI
2012-03-09,2014-11-24,676,2016-04-07,500,2016-04-07,True,0.0272534938347688,0.5021009781124064,6.016856401757429,-0.0006138695760453,-4.883163527905008e-05,4.859885179331949e-05,6.889395473955027e-05,0.9,6.0,2.3585837119830417,1.3365532107265492,True,675,0.2692307692307692,2015-07-20,262,262,0,0,Low CI
2012-02-02,2014-11-24,701,2016-04-07,500,2016-04-07,True,0.0275940907734922,0.5337651257766285,6.002160397391756,-0.0005786205725276,-4.570031972430564e-05,6.086758706898919e-05,7.611427184506687e-05,0.9,6.0,2.214819066274373,1.140299759496061,True,700,0.2692307692307692,2015-07-20,262,262,0,0,Low CI
2011-12-28,2014-11-24,726,2016-04-07,500,2016-04-07,True,0.0274369124322375,0.5465213029291603,6.007514828751151,-0.0005913081872453,-4.626969751396174e-05,5.6150542118640895e-05,7.275828673251441e-05,0.9,6.0,2.260018572865861,1.2190532799772242,True,725,0.2692307692307692,2015-07-20,262,262,0,0,Low CI
2011-11-21,2014-11-24,751,2016-04-07,500,2016-04-07,True,0.0297519796018318,0.6647703979610933,6.0292563371904295,-0.0006424684241907,-4.710118512410821e-05,3.6559532538249474e-05,5.962483592858628e-05,0.9,6.0,2.481538710550244,1.6162772128049931,True,750,0.2692307692307692,2015-07-20,262,262,0,0,Low CI
2012-07-02,2014-11-25,601,2016-04-08,500,2016-04-08,True,0.0221415874283353,0.2946401862018165,5.994349372762724,-0.0005561825914087,-3.605007988856128e-05,6.10848527373357e-05,7.092931336135744e-05,0.9,6.0,2.1039520670674325,1.1762046572518796,True,600,0.2692307692307692,2015-07-20,263,263,0,0,Low CI
2012-05-25,2014-11-25,626,2016-04-08,500,2016-04-08,True,0.0257934959345076,0.4164805747596868,6.035341545024144,-0.0006576557994415,-5.346199260922092e-05,3.327367292314104e-05,6.297080246864067e-05,0.9,6.0,2.584879629547658,1.5665731743749238,True,625,0.2692307692307692,2015-07-20,263,263,0,0,Low CI
2012-04-18,2014-11-25,651,2016-04-08,500,2016-04-08,True,0.0259690612126192,0.4390292833123621,6.039284414875623,-0.0006674180488183,-5.516227707233281e-05,3.0597280867685384e-05,6.307987324258698e-05,0.9,6.0,2.6351652702520147,1.5870784479503606,True,650,0.2692307692307692,2015-07-20,263,263,0,0,Low CI
2012-03-12,2014-11-25,676,2016-04-08,500,2016-04-08,True,0.0271967449560131,0.5000121448728412,6.018128804852462,-0.000616231924773,-4.925036535707866e-05,4.748493513468823e-05,6.84135772529933e-05,0.9,6.0,2.37444257802173,1.3511176060000127,True,675,0.2692307692307692,2015-07-20,263,263,0,0,Low CI
2012-02-03,2014-11-25,701,2016-04-08,500,2016-04-08,True,0.0275907692998807,0.5336366359420284,6.002928083322073,-0.0005797553214057,-4.598158327202816e-05,6.018450258032639e-05,7.573955605259232e-05,0.9,6.0,2.223203930728275,1.1481886446559548,True,700,0.2692307692307692,2015-07-20,263,263,0,0,Low CI
2011-12-29,2014-11-25,726,2016-04-08,500,2016-04-08,True,0.0273622827033869,0.5435522177012884,6.007149606196195,-0.0005897587290888,-4.642130870610568e-05,5.64546799069172e-05,7.308945741610101e-05,0.9,6.0,2.258973169267273,1.2103497890222317,True,725,0.2692307692307692,2015-07-20,263,263,0,0,Low CI
2011-11-22,2014-11-25,751,2016-04-08,500,2016-04-08,True,0.0295378260020313,0.6552348568596364,6.028285297736061,-0.0006395230559462,-4.729100968425546e-05,3.739231499003443e-05,6.028784966533719e-05,0.9,6.0,2.472557154885508,1.5911739915163137,True,750,0.2692307692307692,2015-07-20,263,263,0,0,Low CI
2012-07-03,2014-11-26,601,2016-04-09,500,2016-04-09,True,0.0220906268332483,0.293285472125386,5.994133288075054,-0.0005549046881333,-3.5950159096315874e-05,6.111096062984796e-05,7.090108213668709e-05,0.9,6.0,2.102551214070244,1.1739694333514052,True,600,0.2692307692307692,2015-07-20,264,264,0,0,Low CI
2012-05-29,2014-11-26,626,2016-04-09,500,2016-04-09,True,0.0257033524149426,0.4135746156795785,6.034590187123335,-0.0006550919661593,-5.320661259919722e-05,3.365695626531592e-05,6.295819509266796e-05,0.9,6.0,2.5775675914035325,1.5607784622679426,True,625,0.2692307692307692,2015-07-20,264,264,0,0,Low CI
2012-04-19,2014-11-26,651,2016-04-09,500,2016-04-09,True,0.0259444773097518,0.4381984527724255,6.040116608018264,-0.0006687406356852,-5.5497749115852304e-05,2.9818728308738464e-05,6.300124375658346e-05,0.9,6.0,2.648555148256867,1.5922081751330477,True,650,0.2692307692307692,2015-07-20,264,264,0,0,Low CI
2012-03-13,2014-11-26,676,2016-04-09,500,2016-04-09,True,0.0271441066609041,0.4980785078589346,6.019345579183715,-0.0006184648698575,-4.9660483467064033e-05,4.641290908936928e-05,6.797294865106705e-05,0.9,6.0,2.3899846811630514,1.3648036802825942,True,675,0.2692307692307692,2015-07-20,264,264,0,0,Low CI
2012-02-06,2014-11-26,701,2016-04-09,500,2016-04-09,True,0.0275638839603868,0.5325971569861511,6.003967685826213,-0.0005815424509262,-4.631085564731421e-05,5.926342021915962e-05,7.521202248882204e-05,0.9,6.0,2.2341178039270453,1.1598061686468135,True,700,0.2692307692307692,2015-07-20,264,264,0,0,Low CI
2011-12-30,2014-11-26,726,2016-04-09,500,2016-04-09,True,0.0273099249178424,0.5414740312872065,6.006906576857332,-0.0005884997479037,-4.658404855114676e-05,5.664873204773053e-05,7.33427053089206e-05,0.9,6.0,2.259006611837872,1.2035956652231985,True,725,0.2692307692307692,2015-07-20,264,264,0,0,Low CI
2011-11-23,2014-11-26,751,2016-04-09,500,2016-04-09,True,0.0292856742720787,0.6440956888952937,6.027212663004186,-0.0006363395206423,-4.748099841309764e-05,3.83187637657393e-05,6.101452996491177e-05,0.9,6.0,2.4625775872578592,1.5643966797947757,True,750,0.2692307692307692,2015-07-20,264,264,0,0,Low CI
2012-07-04,2014-11-27,601,2016-04-10,500,2016-04-10,True,0.0220690718904592,0.292713404397862,5.994281922844508,-0.0005544982406814,-3.5946003309087594e-05,6.090694659021396e-05,7.072320196965146e-05,0.9,6.0,2.1039632362056437,1.176060101717624,True,600,0.2692307692307692,2015-07-20,265,265,0,0,Low CI
2012-05-30,2014-11-27,626,2016-04-10,500,2016-04-10,True,0.0256315941616417,0.411268615661209,6.034107542070486,-0.00065315267325,-5.298637650449851e-05,3.385901295609639e-05,6.2880751056564e-05,0.9,6.0,2.5729795789816885,1.558074599003698,True,625,0.2692307692307692,2015-07-20,265,265,0,0,Low CI
2012-04-20,2014-11-27,651,2016-04-10,500,2016-04-10,True,0.025926557881374,0.4375933487281299,6.040955965206283,-0.0006700503113003,-5.577941681406644e-05,2.905226265137147e-05,6.289179044423549e-05,0.9,6.0,2.6614108117561512,1.5981028045969836,True,650,0.2692307692307692,2015-07-20,265,265,0,0,Low CI
2012-03-14,2014-11-27,676,2016-04-10,500,2016-04-10,True,0.0270411538328452,0.4943074244134423,6.020973446098072,-0.0006216622306399,-5.0126837028296366e-05,4.50257982157709e-05,6.737968755811132e-05,0.9,6.0,2.4097522349549374,1.3839383644451813,True,675,0.2692307692307692,2015-07-20,265,265,0,0,Low CI
2012-02-07,2014-11-27,701,2016-04-10,500,2016-04-10,True,0.0275415479633188,0.5317343418152713,6.005062307760175,-0.0005834361975928,-4.6610079941431786e-05,5.832059556442173e-05,7.465782892058614e-05,0.9,6.0,2.2450519938697577,1.172220394086516,True,700,0.2692307692307692,2015-07-20,265,265,0,0,Low CI
2012-01-03,2014-11-27,726,2016-04-10,500,2016-04-10,True,0.0272778189605956,0.5402016496613464,6.006852964180298,-0.0005876636012828,-4.672766935936457e-05,5.670474325368083e-05,7.347722770507852e-05,0.9,6.0,2.260032161991404,1.1996851670322493,True,725,0.2692307692307692,2015-07-20,265,265,0,0,Low CI
2011-11-25,2014-11-27,751,2016-04-10,500,2016-04-10,True,0.0289565459399037,0.6296996461300863,6.026021013234324,-0.0006328511854509,-4.76412696000378e-05,3.938947439552788e-05,6.181602755159403e-05,0.9,6.0,2.450726605406029,1.5356483031590134,True,750,0.2692307692307692,2015-07-20,265,265,0,0,Low CI
2012-07-05,2014-11-28,601,2016-04-11,500,2016-04-11,True,0.0220445339535503,0.2920628478147702,5.994372077508008,-0.0005539576799024,-3.5933582714396744e-05,6.073878568363194e-05,7.057210818031841e-05,0.9,6.0,2.105022767852324,1.177429074005386,True,600,0.2692307692307692,2015-07-20,266,266,0,0,Low CI
2012-05-31,2014-11-28,626,2016-04-11,500,2016-04-11,True,0.0255035195806837,0.4071688738874519,6.033229614196571,-0.0006502481579488,-5.26217517171194e-05,3.433830495250958e-05,6.283444867896672e-05,0.9,6.0,2.5634271575889027,1.5522890029746088,True,625,0.2692307692307692,2015-07-20,266,266,0,0,Low CI
2012-04-23,2014-11-28,651,2016-04-11,500,2016-04-11,True,0.0259016222243318,0.4367520160376534,6.0418681118851945,-0.0006715472820037,-5.6098801521190135e-05,2.822225157204835e-05,6.279785837040839e-05,0.9,6.0,2.6754831354421404,1.6040689111785644,True,650,0.2692307692307692,2015-07-20,266,266,0,0,Low CI
2012-03-15,2014-11-28,676,2016-04-11,500,2016-04-11,True,0.0269245659188182,0.490054200943749,6.022632382198716,-0.0006249449441553,-5.0613882518122624e-05,4.360185877178935e-05,6.680484407521197e-05,0.9,6.0,2.4304827112903995,1.403217729507106,True,675,0.2692307692307692,2015-07-20,266,266,0,0,Low CI
2012-02-08,2014-11-28,701,2016-04-11,500,2016-04-11,True,0.0275217315353696,0.5309694404001768,6.006094617468379,-0.0005851902531207,-4.690845935032047e-05,5.741992519849906e-05,7.41448000093189e-05,0.9,6.0,2.2557797024901065,1.1838798938979471,True,700,0.2692307692307692,2015-07-20,266,266,0,0,Low CI
2012-01-04,2014-11-28,726,2016-04-11,500,2016-04-11,True,0.0272782779286753,0.5402198283434463,6.007151852461133,-0.0005876692501013,-4.6910010872081335e-05,5.6437071306370505e-05,7.33872750390634e-05,0.9,6.0,2.26426920569014,1.201167197832121,True,725,0.2692307692307692,2015-07-20,266,266,0,0,Low CI
2011-11-28,2014-11-28,751,2016-04-11,500,2016-04-11,True,0.0286448513350461,0.6162161585131798,6.024875588777009,-0.0006294756061471,-4.7804314976674576e-05,4.041177031915313e-05,6.259683467011011e-05,0.9,6.0,2.439799565657769,1.5084044012716555,True,750,0.2692307692307692,2015-07-20,266,266,0,0,Low CI
2012-07-06,2014-12-01,601,2016-04-14,500,2016-04-14,True,0.0220003237300341,0.290892560780008,5.994403652794254,-0.0005522593717437,-3.672331707902084e-05,6.029957562634107e-05,7.06019889096839e-05,0.9,6.0,2.117817797963365,1.173322551402029,True,600,0.2692307692307692,2015-07-20,269,269,0,0,Low CI
