t1,t2,observations,tc_predicted,tc_days_after_t2,global_tc_upper_date,positive_lppls_valid,RMSE,SSE,A,B,C1,C2,C,m,omega,phi,damping,optimizer_success,window_dt_requested,positive_bubble_confidence,event_date,tc_error_days,abs_tc_error_days,hit_pm_60d,hit_pm_120d,ci_bin
2013-07-22,2014-07-24,251,2014-09-20,58,2015-12-06,True,0.0142665553731682,0.0510871851561345,5.8780669823993765,-0.0006644783107136,4.062122806425253e-05,-5.5670831441075454e-05,6.891535128538963e-05,0.9,6.59293428266981,-0.9404351418975222,1.3162203408035702,True,250,0.7307692307692307,2015-07-20,-303,303,0,0,High CI
2013-06-17,2014-07-24,276,2015-12-04,498,2015-12-06,True,0.0151601124305715,0.0634328064584896,6.256425906569842,-0.0013922982002689,-8.764639764945284e-05,9.97892820716362e-05,0.000132814878072,0.9,6.0,2.291500621941917,1.572449811887958,True,275,0.7307692307692307,2015-07-20,137,137,0,0,High CI
2013-04-03,2014-07-24,326,2014-10-04,72,2015-12-06,True,0.0183623010537029,0.1099187565957032,5.885843306135609,-0.0006911825426891,-7.216709635181004e-05,3.765630537635157e-05,8.140078089581498e-05,0.9,7.147213029517542,2.6606628168614184,1.0692271353456424,True,325,0.7307692307692307,2015-07-20,-289,289,0,0,High CI
2013-02-25,2014-07-24,351,2014-10-03,71,2015-12-06,True,0.0179685807692879,0.1133273330967114,5.886168678722389,-0.0006954570833955,-5.9487203707591887e-05,5.037505035145386e-05,7.795109430187651e-05,0.9,7.1104896165310985,2.4389466978768524,1.129252657905139,True,350,0.7307692307692307,2015-07-20,-290,290,0,0,High CI
2013-01-21,2014-07-24,376,2015-03-06,225,2015-12-06,True,0.0177744725213232,0.1187903844026394,5.960158612662386,-0.0007876059973088,-3.101984041260506e-05,-2.540944650509085e-05,4.009826019815024e-05,0.9,12.925641202377989,-2.455292260170133,1.3676466243776573,True,375,0.7307692307692307,2015-07-20,-136,136,0,0,High CI
2012-12-07,2014-07-24,401,2015-02-23,214,2015-12-06,True,0.0172921536571304,0.1199064498188255,5.955912380490208,-0.0007888963567478,-1.5980351496909777e-05,3.7962555191444494e-05,4.118892121224172e-05,0.9,12.681037320065911,1.9692319035815344,1.3593373868551215,True,400,0.7307692307692307,2015-07-20,-147,147,0,0,High CI
2012-09-28,2014-07-24,451,2014-10-25,93,2015-12-06,True,0.0170046465291354,0.1304102596149586,5.901219584777764,-0.0007517760379046,1.5432562020456945e-05,4.601555819053979e-05,4.853447811713034e-05,0.9,13.0,1.2472075592345533,1.072351767495968,True,450,0.7307692307692307,2015-07-20,-268,268,0,0,High CI
2012-08-24,2014-07-24,476,2014-09-13,51,2015-12-06,True,0.0169501003871395,0.1367576098918354,5.881083497664887,-0.0007256081770472,5.007684780512016e-05,-1.2302371720943894e-06,5.009195713482126e-05,0.9,13.0,-0.0245620444937586,1.0028438721592725,True,475,0.7307692307692307,2015-07-20,-310,310,0,0,High CI
2012-07-19,2014-07-24,501,2014-09-07,45,2015-12-06,True,0.0176647017068372,0.1563328848821617,5.879906201676837,-0.0007332719889098,1.8435398481259595e-05,4.103503410690849e-05,4.4985974940174094e-05,0.9,12.175492266372885,1.1485579747538883,1.2048803966589403,True,500,0.7307692307692307,2015-07-20,-316,316,0,0,High CI
2012-06-14,2014-07-24,526,2014-12-06,135,2015-12-06,True,0.0188254277525808,0.1864126800155788,5.927409922137728,-0.0008002930047164,-8.760533500903086e-06,4.675021206524502e-05,4.756394932473361e-05,0.9,9.924759650353057,1.7560382432478232,1.5257859952387989,True,525,0.7307692307692307,2015-07-20,-226,226,0,0,High CI
2012-05-08,2014-07-24,551,2014-11-12,111,2015-12-06,True,0.0201898325823907,0.2246037661774373,5.922334782631744,-0.0008243014398823,-4.473526954978351e-05,4.7674400845831074e-05,6.537654654156003e-05,0.9,9.080349473150088,2.32439975677894,1.2496949902960022,True,550,0.7307692307692307,2015-07-20,-250,250,0,0,High CI
2012-03-29,2014-07-24,576,2015-01-13,173,2015-12-06,True,0.021458431935415,0.2652274374490594,5.942906123067122,-0.0008026819379036,-1.494046883423412e-05,-4.868737244329973e-05,5.092816356810152e-05,0.9,11.21841176723704,-1.8685396693042964,1.2644352867995696,True,575,0.7307692307692307,2015-07-20,-188,188,0,0,High CI
2011-12-12,2014-07-24,651,2015-02-23,214,2015-12-06,True,0.0250338599955664,0.4079778892267336,5.95821436089131,-0.0007979634892828,-3.1408930141966265e-05,-3.579839391803277e-05,4.7624005499050186e-05,0.9,13.0,-2.290974837529658,1.159995376328116,True,650,0.7307692307692307,2015-07-20,-147,147,0,0,High CI
2011-11-04,2014-07-24,676,2014-11-02,101,2015-12-06,True,0.026606679066214,0.4785507907503802,5.916551208033185,-0.0008122096317556,-1.2807734907084989e-05,4.369519746961895e-05,4.553359589752557e-05,0.9,13.0,1.855925060167016,1.2349101026334797,True,675,0.7307692307692307,2015-07-20,-260,260,0,0,High CI
2011-09-30,2014-07-24,701,2014-10-30,98,2015-12-06,True,0.0266592403898862,0.4982112838141872,5.916452538725367,-0.0008162943057095,-7.931296979892849e-06,4.6587603285426165e-05,4.725791205357584e-05,0.9,13.0,1.7394243936405784,1.1958353690891097,True,700,0.7307692307692307,2015-07-20,-263,263,0,0,High CI
