model,event,input_csv,tc_true,n_fits,mean_tc_error_days,median_tc_error_days,mae_tc_error_days,std_tc_error_days,hit_rate_within_30_days_pct,hit_rate_within_60_days_pct,hit_rate_within_90_days_pct,check_pass_pct,optimizer_success_pct,valid_and_optimizer_success_pct,rmse_median,rmse_mean,kde_peak_error_days,kde_peak_tc_date
LPPL,QE,baseline_qe.csv,2015-04-15,2268,249.4404761904762,244.0,290.63271604938274,231.1491372943862,5.6878306878306875,13.227513227513226,16.75485008818342,88.40388007054673,100.0,88.40388007054673,0.020573837280001048,0.02070915505899256,483.14914914914914,2016-08-10
