event_date,n_total_fits,n_valid_fits,valid_fit_pct,mean_tc_error_days,median_tc_error_days,median_abs_tc_error_days,iqr_tc_error_days,hit_rate_pm_30d,hit_rate_pm_60d,hit_rate_pm_120d,hit_rate_pm_180d,mean_bias_ci_low,mean_bias_ci_high,mean_bias_significant,median_bias_ci_low,median_bias_ci_high,median_bias_significant,random_hit_rate_pm_30d,p_hit_pm_30d,hit_pm_30d_sig_10pct,mae_days_pm_30d,random_mae_days_pm_30d,p_mae_pm_30d,mae_pm_30d_sig_10pct,random_hit_rate_pm_60d,p_hit_pm_60d,hit_pm_60d_sig_10pct,mae_days_pm_60d,random_mae_days_pm_60d,p_mae_pm_60d,mae_pm_60d_sig_10pct,random_hit_rate_pm_120d,p_hit_pm_120d,hit_pm_120d_sig_10pct,mae_days_pm_120d,random_mae_days_pm_120d,p_mae_pm_120d,mae_pm_120d_sig_10pct,random_hit_rate_pm_180d,p_hit_pm_180d,hit_pm_180d_sig_10pct,mae_days_pm_180d,random_mae_days_pm_180d,p_mae_pm_180d,mae_pm_180d_sig_10pct
2007-06-01,1066,253,0.2373358348968105,60.07905138339921,49.0,49.0,9.0,0.0,0.782608695652174,0.9169960474308301,1.0,56.58883399209486,63.77470355731225,True,48.0,49.0,True,0.10736541501976285,1.0,False,60.07905138339921,221.4343296442688,4.999750012499375e-05,True,0.18278596837944663,4.999750012499375e-05,True,60.07905138339921,221.5092476284585,4.999750012499375e-05,True,0.3030695652173913,4.999750012499375e-05,True,60.07905138339921,221.48041264822135,4.999750012499375e-05,True,0.4230304347826086,4.999750012499375e-05,True,60.07905138339921,221.50792964426876,4.999750012499375e-05,True
2009-01-06,6500,20,0.003076923076923077,136.35,136.5,136.5,4.0,0.0,0.0,0.0,1.0,134.8,137.9,True,135.0,138.0,True,0.1222575,1.0,False,136.35,150.75622249999998,0.2769361531923404,False,0.24258249999999998,1.0,False,136.35,150.493685,0.2782860856957152,False,0.48111750000000003,1.0,False,136.35,150.55511250000004,0.2759362031898405,False,0.6337525,0.00014999250037498125,True,136.35,150.8551925,0.27323633818309084,False
2011-02-17,6500,248,0.038153846153846156,116.4274193548387,84.5,91.5,171.25,0.1814516129032258,0.34274193548387094,0.5524193548387096,0.6975806451612904,102.41129032258064,130.92368951612903,True,76.0,124.0,True,0.11295342741935482,0.0008499575021248938,True,126.29032258064517,173.35805967741933,4.999750012499375e-05,True,0.21274495967741935,4.999750012499375e-05,True,126.29032258064517,173.42004375,4.999750012499375e-05,True,0.3985405241935484,4.999750012499375e-05,True,126.29032258064517,173.35710947580645,4.999750012499375e-05,True,0.5789762096774194,0.00014999250037498125,True,126.29032258064517,173.42889737903224,4.999750012499375e-05,True
2015-04-15,6500,2585,0.3976923076923077,90.08510638297872,28.0,197.0,475.0,0.12998065764023212,0.22127659574468084,0.2735009671179884,0.43907156673114117,81.00838491295939,99.07560928433269,True,20.0,37.0,True,0.12117727272727273,0.09224538773061347,True,212.8147001934236,142.67505976789167,1.0,False,0.23849195357833655,0.9816009199540023,False,212.8147001934236,142.6890970212766,1.0,False,0.4658410058027079,1.0,False,212.8147001934236,142.68696330754352,1.0,False,0.6731869632495165,1.0,False,212.8147001934236,142.6763289941973,1.0,False
2019-04-23,6500,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
