model,event,input_csv,tc_true,n_fits,mean_tc_error_days,median_tc_error_days,mae_tc_error_days,std_tc_error_days,hit_rate_within_30_days_pct,hit_rate_within_60_days_pct,hit_rate_within_90_days_pct,check_pass_pct,optimizer_success_pct,valid_and_optimizer_success_pct,rmse_median,rmse_mean,kde_peak_error_days,kde_peak_tc_date
LPPL,COVID,baseline_covid.csv,2022-01-05,2268,318.3328924162258,491.5,373.6203703703704,258.0954348529609,2.7777777777777777,4.453262786596119,7.319223985890652,86.46384479717814,100.0,86.46384479717814,0.05346993018876995,0.040020554810121844,488.25125125125123,2023-05-08
