t2,total_fits,valid_fits,mean_tc,median_tc,mean_rmse,positive_bubble_confidence
2012-06-21,23,0,2012-12-08 22:57:23.478260992,2012-11-06,0.029538212627792798,0.0
2012-06-28,23,0,2012-12-09 16:41:44.347826176,2012-10-29,0.029338013151526312,0.0
2012-07-05,23,0,2012-11-26 02:05:13.043478272,2012-10-06,0.029505581767874236,0.0
2012-07-12,23,0,2012-11-19 19:49:33.913043456,2012-10-06,0.029443829805495206,0.0
2012-07-19,23,0,2012-10-22 07:18:15.652173824,2012-10-04,0.029167571963015983,0.0
2012-07-26,23,0,2012-10-12 22:57:23.478260992,2012-10-03,0.028869805499504166,0.0
2012-08-03,23,0,2012-10-20 09:23:28.695652096,2012-10-12,0.02865792059478089,0.0
2012-08-10,23,0,2012-11-04 03:07:49.565217280,2012-10-29,0.028839800207876975,0.0
2012-08-17,23,0,2012-11-18 19:49:33.913043456,2012-11-13,0.028945879433579517,0.0
2012-08-24,23,0,2012-11-28 22:57:23.478260992,2012-11-21,0.028885276180040307,0.0
2012-08-31,23,0,2012-12-09 02:05:13.043478272,2012-11-29,0.028813476854118763,0.0
2012-09-07,23,0,2012-12-20 16:41:44.347826176,2012-12-16,0.02902484622129015,0.0
2012-09-14,23,0,2013-01-03 08:20:52.173913088,2013-01-01,0.029465017841080673,0.0
2012-09-21,23,0,2012-12-29 19:49:33.913043456,2013-01-12,0.029768104990418476,0.0
2012-09-28,23,0,2013-01-04 05:13:02.608695552,2013-01-25,0.02987667826519077,0.0
2012-10-05,23,0,2013-01-02 19:49:33.913043456,2013-01-22,0.02997767831676607,0.0
2012-10-12,23,0,2013-01-02 15:39:07.826086912,2013-01-19,0.029753252418567473,0.0
2012-10-19,23,0,2013-01-02 01:02:36.521739008,2012-12-01,0.029810944129357822,0.0
2012-10-26,23,0,2012-12-31 21:54:46.956521728,2012-11-01,0.02970363176298896,0.0
2012-11-02,23,0,2012-12-25 07:18:15.652173824,2012-11-07,0.029698748222867843,0.0
2012-11-09,23,0,2012-12-27 21:54:46.956521728,2013-01-03,0.029504297682953765,0.0
2012-11-16,23,0,2013-01-14 21:54:46.956521728,2012-12-01,0.029218927729500545,0.0
2012-11-23,23,0,2013-01-20 19:49:33.913043456,2012-12-02,0.02901732663784381,0.0
2012-11-30,23,0,2013-01-31 02:05:13.043478272,2012-12-29,0.028915446235462258,0.0
2012-12-07,23,0,2013-02-03 15:39:07.826086912,2013-01-02,0.028770014529907982,0.0
2012-12-14,23,0,2013-02-14 10:26:05.217391360,2013-01-12,0.028607025874167694,0.0
2012-12-21,23,0,2013-02-21 19:49:33.913043456,2013-01-05,0.02856849729265069,0.0
2013-01-07,23,0,2013-03-13 19:49:33.913043456,2013-03-27,0.028911147308939022,0.0
2013-01-14,23,0,2013-03-18 09:23:28.695652096,2013-01-15,0.028985224962423776,0.0
2013-01-21,23,0,2013-03-25 11:28:41.739130368,2013-01-25,0.028930867658748673,0.0
2013-01-28,23,0,2013-04-04 06:15:39.130434816,2013-02-01,0.029043128704321304,0.0
2013-02-04,23,0,2013-04-09 17:44:20.869565184,2013-04-06,0.029090460829279574,0.0
2013-02-11,23,0,2013-04-21 15:39:07.826086912,2013-04-14,0.028938733124839303,0.0
2013-02-18,23,0,2013-04-16 13:33:54.782608640,2013-03-30,0.02870312202165256,0.0
2013-02-25,23,0,2013-04-10 18:46:57.391304448,2013-03-28,0.0284920046365544,0.0
2013-03-04,23,0,2013-04-11 17:44:20.869565184,2013-03-05,0.028245315210782683,0.0
2013-03-11,23,0,2013-04-22 18:46:57.391304448,2013-03-15,0.028091222325965257,0.0
2013-03-18,23,0,2013-05-06 15:39:07.826086912,2013-05-21,0.02785972314318883,0.0
2013-03-25,23,0,2013-05-05 11:28:41.739130368,2013-04-04,0.027664446952529544,0.0
2013-04-03,23,0,2013-05-10 21:54:46.956521728,2013-05-16,0.02744992001318721,0.0
2013-04-10,23,0,2013-05-20 07:18:15.652173824,2013-06-05,0.02720211306488491,0.0
2013-04-17,23,0,2013-05-29 01:02:36.521739008,2013-06-21,0.026951752181128084,0.0
2013-04-24,23,0,2013-06-07 01:02:36.521739008,2013-07-03,0.026860359192889392,0.0
2013-05-02,23,0,2013-06-11 05:13:02.608695552,2013-07-04,0.026571275490021064,0.0
2013-05-10,23,0,2013-06-18 00:00:00.000000000,2013-07-07,0.02633018360461878,0.0
2013-05-17,23,0,2013-06-24 22:57:23.478260992,2013-07-14,0.026147086866447365,0.0
2013-05-27,23,0,2013-06-25 22:57:23.478260992,2013-06-24,0.025967071458102498,0.0
2013-06-03,23,0,2013-06-30 00:00:00.000000000,2013-07-01,0.025647196880571068,0.0
2013-06-10,23,0,2013-06-28 13:33:54.782608640,2013-07-05,0.025619872104366618,0.0
2013-06-17,23,0,2013-07-06 11:28:41.739130368,2013-07-14,0.02575907250851091,0.0
2013-06-24,23,0,2013-07-16 06:15:39.130434816,2013-07-11,0.02680264289640377,0.0
2013-07-01,23,0,2013-07-24 08:20:52.173913088,2013-07-15,0.027458752787521537,0.0
2013-07-08,23,0,2013-08-02 04:10:26.086956544,2013-07-16,0.027643986589323134,0.0
2013-07-15,23,0,2013-08-11 11:28:41.739130368,2013-07-16,0.027403684263937644,0.0
2013-07-22,23,0,2013-08-18 09:23:28.695652096,2013-07-24,0.027182119533682363,0.0
2013-07-29,23,0,2013-08-29 07:18:15.652173824,2013-07-30,0.02699907571193393,0.0
2013-08-06,23,0,2013-09-13 13:33:54.782608640,2013-08-07,0.02718607113254437,0.0
2013-08-13,23,0,2013-09-22 15:39:07.826086912,2013-10-04,0.027120000368771758,0.0
2013-08-20,23,0,2013-09-30 08:20:52.173913088,2013-10-05,0.026914193024875802,0.0
2013-08-27,23,0,2013-10-07 16:41:44.347826176,2013-10-05,0.026832023856384217,0.0
2013-09-03,23,0,2013-10-14 16:41:44.347826176,2013-10-06,0.02674068054978386,0.0
2013-09-10,23,0,2013-10-18 16:41:44.347826176,2013-10-07,0.026393313600561987,0.0
2013-09-17,23,0,2013-10-23 12:31:18.260869632,2013-10-08,0.026117590924903292,0.0
2013-09-24,23,0,2013-11-01 12:31:18.260869632,2013-10-08,0.025799878969656565,0.0
2013-10-01,23,0,2013-11-04 12:31:18.260869632,2013-10-06,0.025509531479782032,0.0
2013-10-08,23,0,2013-11-10 21:54:46.956521728,2013-10-09,0.025260996055392605,0.0
2013-10-15,23,0,2013-11-26 07:18:15.652173824,2013-10-16,0.025232421174916295,0.0
2013-10-22,23,0,2013-12-26 01:02:36.521739008,2013-10-31,0.0254353429875418,0.0
2013-10-29,23,0,2014-01-28 08:20:52.173913088,2014-02-25,0.025618145504685823,0.0
2013-11-05,23,0,2014-01-16 01:02:36.521739008,2013-11-15,0.0251884339515991,0.0
2013-11-12,23,0,2014-02-14 11:28:41.739130368,2014-03-19,0.025112960948171562,0.0
2013-11-19,23,0,2014-02-17 09:23:28.695652096,2014-01-12,0.024853305315013535,0.0
2013-11-26,23,1,2014-03-18 08:20:52.173913088,2014-04-14,0.02455198874759182,0.043478260869565216
2013-12-03,23,1,2014-03-24 18:46:57.391304448,2014-04-21,0.024047469054081484,0.043478260869565216
2013-12-10,23,3,2014-03-31 14:36:31.304347904,2014-04-04,0.02383473828378824,0.13043478260869565
2013-12-17,23,4,2014-03-27 01:02:36.521739008,2014-04-07,0.02373114131169033,0.17391304347826086
2013-12-27,23,4,2014-04-08 19:49:33.913043456,2014-04-14,0.023394155334509326,0.17391304347826086
2014-01-08,23,5,2014-03-30 18:46:57.391304448,2014-04-08,0.022943594603007225,0.21739130434782608
2014-01-15,23,5,2014-03-23 21:54:46.956521728,2014-04-01,0.0225516453254175,0.21739130434782608
2014-01-22,23,5,2014-03-25 04:10:26.086956544,2014-03-28,0.022223530728526942,0.21739130434782608
2014-01-29,23,5,2014-03-14 18:46:57.391304448,2014-03-12,0.022140714151557783,0.21739130434782608
2014-02-05,23,4,2014-04-11 11:28:41.739130368,2014-03-12,0.022205925341188367,0.17391304347826086
2014-02-12,23,4,2014-04-09 07:18:15.652173824,2014-03-17,0.02194120895697979,0.17391304347826086
2014-02-20,23,4,2014-04-18 10:26:05.217391360,2014-03-17,0.021585368707408598,0.17391304347826086
2014-02-27,23,3,2014-06-15 22:57:23.478260992,2014-05-06,0.021437905766041127,0.13043478260869565
2014-03-06,23,3,2014-05-23 06:15:39.130434816,2014-03-19,0.021085115696529072,0.13043478260869565
2014-03-13,23,4,2014-05-19 21:54:46.956521728,2014-03-31,0.021027235896708883,0.17391304347826086
2014-03-20,23,4,2014-06-22 00:00:00.000000000,2014-05-25,0.02110965989053434,0.17391304347826086
2014-03-27,23,4,2014-07-13 04:10:26.086956544,2014-06-26,0.02110796872285378,0.17391304347826086
2014-04-03,23,6,2014-07-16 18:46:57.391304448,2014-06-27,0.02085559081289158,0.2608695652173913
2014-04-10,23,3,2014-07-26 13:33:54.782608640,2014-07-22,0.020674783193227325,0.13043478260869565
2014-04-17,23,3,2014-08-14 04:10:26.086956544,2014-08-10,0.02063482495280451,0.13043478260869565
2014-04-28,23,5,2014-08-14 19:49:33.913043456,2014-08-14,0.020452288967624726,0.21739130434782608
2014-05-06,23,6,2014-08-12 20:52:10.434782720,2014-08-24,0.02019499385744582,0.2608695652173913
2014-05-13,23,3,2014-08-26 21:54:46.956521728,2014-09-11,0.01994415224350385,0.13043478260869565
2014-05-20,23,5,2014-08-14 17:44:20.869565184,2014-07-26,0.01967804819038228,0.21739130434782608
2014-05-27,23,5,2014-08-19 03:07:49.565217280,2014-07-15,0.019432451953711405,0.21739130434782608
2014-06-04,23,5,2014-08-19 14:36:31.304347904,2014-07-17,0.01922028680314683,0.21739130434782608
2014-06-12,23,3,2014-09-04 08:20:52.173913088,2014-08-12,0.01899673047438808,0.13043478260869565
2014-06-19,23,3,2014-09-11 00:00:00.000000000,2014-08-14,0.01873060326535466,0.13043478260869565
2014-06-26,23,4,2014-09-04 19:49:33.913043456,2014-08-05,0.0185555160876962,0.17391304347826086
2014-07-03,23,2,2014-09-16 18:46:57.391304448,2014-08-16,0.0183613398430491,0.08695652173913043
2014-07-10,23,7,2014-09-21 03:07:49.565217280,2014-08-31,0.01837166094587553,0.30434782608695654
2014-07-17,23,10,2014-10-23 11:28:41.739130368,2014-10-04,0.018377028532641903,0.43478260869565216
2014-07-24,23,10,2014-11-09 16:41:44.347826176,2014-10-25,0.018315383346545096,0.43478260869565216
2014-07-31,23,5,2014-12-03 21:54:46.956521728,2014-11-11,0.018353018991274287,0.21739130434782608
2014-08-08,23,3,2015-01-04 17:44:20.869565184,2015-01-01,0.01935779007728923,0.13043478260869565
2014-08-15,23,3,2015-01-11 13:33:54.782608640,2015-01-14,0.020051616044633232,0.13043478260869565
2014-08-22,23,1,2015-01-25 04:10:26.086956544,2015-02-02,0.020210996146615024,0.043478260869565216
2014-08-29,23,0,2015-02-07 11:28:41.739130368,2015-02-18,0.020094631220820777,0.0
2014-09-05,23,0,2015-02-20 00:00:00.000000000,2015-03-10,0.019938177278016084,0.0
2014-09-12,23,0,2015-02-25 02:05:13.043478272,2015-03-19,0.019667497721993825,0.0
2014-09-19,23,0,2015-02-23 20:52:10.434782720,2015-03-06,0.019612078127972908,0.0
2014-09-26,23,0,2015-03-07 15:39:07.826086912,2015-03-23,0.0195253394927685,0.0
2014-10-03,23,0,2015-03-11 14:36:31.304347904,2015-03-22,0.019629492151384983,0.0
2014-10-10,23,3,2015-03-12 17:44:20.869565184,2015-03-06,0.020620774263758225,0.13043478260869565
2014-10-17,23,5,2015-03-05 13:33:54.782608640,2015-02-23,0.02276898837539197,0.21739130434782608
2014-10-24,23,3,2015-03-15 16:41:44.347826176,2015-03-02,0.023485861788332812,0.13043478260869565
2014-10-31,23,3,2015-03-17 06:15:39.130434816,2015-03-06,0.023719126282135402,0.13043478260869565
2014-11-07,23,3,2015-03-25 02:05:13.043478272,2015-03-07,0.023546799897604515,0.13043478260869565
2014-11-14,23,1,2015-04-24 08:20:52.173913088,2015-04-20,0.02290505708252693,0.043478260869565216
2014-11-21,23,0,2015-05-12 17:44:20.869565184,2015-05-16,0.022208389216620807,0.0
2014-11-28,23,0,2015-05-23 12:31:18.260869632,2015-06-02,0.0219199423157141,0.0
2014-12-05,23,0,2015-06-24 11:28:41.739130368,2015-06-29,0.021279278577393614,0.0
2014-12-12,23,0,2015-06-30 07:18:15.652173824,2015-07-06,0.021133972636613863,0.0
2014-12-19,23,0,2015-06-18 15:39:07.826086912,2015-07-03,0.021399596771584758,0.0
2015-01-06,23,0,2015-07-20 13:33:54.782608640,2015-08-03,0.020956315414573233,0.0
2015-01-13,23,0,2015-07-25 12:31:18.260869632,2015-08-10,0.0207059624839997,0.0
2015-01-20,23,0,2015-08-02 11:28:41.739130368,2015-08-17,0.020562473725354823,0.0
2015-01-27,23,0,2015-08-13 20:52:10.434782720,2015-08-24,0.02120834485499457,0.0
2015-02-03,23,0,2015-08-26 08:20:52.173913088,2015-08-31,0.02146881108217847,0.0
2015-02-10,23,0,2015-08-30 21:54:46.956521728,2015-09-06,0.02152207895549086,0.0
2015-02-17,23,0,2015-09-08 05:13:02.608695552,2015-09-13,0.02150188036568636,0.0
2015-02-24,23,0,2015-09-11 08:20:52.173913088,2015-09-13,0.021665584106007895,0.0
2015-03-03,23,0,2015-09-12 16:41:44.347826176,2015-09-13,0.021886426677030665,0.0
2015-03-10,23,0,2015-09-13 22:57:23.478260992,2015-09-15,0.02192245196039975,0.0
2015-03-17,23,0,2015-09-16 01:02:36.521739008,2015-09-18,0.021940087263461316,0.0
2015-03-24,23,0,2015-09-19 14:36:31.304347904,2015-09-22,0.021985368554708184,0.0
2015-03-31,23,0,2015-09-23 18:46:57.391304448,2015-09-26,0.02170668012392344,0.0
2015-04-09,23,0,2015-09-30 04:10:26.086956544,2015-09-30,0.021482917102171876,0.0
2015-04-16,23,0,2015-10-07 01:02:36.521739008,2015-10-13,0.021550613051345348,0.0
2015-04-23,23,0,2015-10-12 13:33:54.782608640,2015-10-13,0.02135233751807771,0.0
2015-04-30,23,0,2015-10-15 06:15:39.130434816,2015-10-18,0.021208372405321543,0.0
2015-05-08,23,0,2015-10-09 16:41:44.347826176,2015-10-14,0.021199306589716343,0.0
2015-05-18,23,0,2015-10-09 11:28:41.739130368,2015-10-12,0.02103778856219819,0.0
2015-05-26,23,0,2015-10-12 07:18:15.652173824,2015-10-19,0.021047875495049925,0.0
2015-06-02,23,0,2015-10-13 19:49:33.913043456,2015-10-20,0.020992048102397198,0.0
2015-06-09,23,0,2015-10-17 11:28:41.739130368,2015-10-20,0.021053081876840428,0.0
2015-06-16,23,0,2015-10-21 19:49:33.913043456,2015-10-24,0.021014767099926814,0.0
2015-06-23,23,0,2015-10-25 14:36:31.304347904,2015-10-25,0.021007282767742642,0.0
2015-06-30,23,0,2015-10-31 09:23:28.695652096,2015-10-28,0.021055665873137612,0.0
2015-07-07,23,0,2015-11-12 12:31:18.260869632,2015-11-03,0.021519773658602373,0.0
2015-07-14,23,0,2015-11-25 09:23:28.695652096,2015-11-19,0.021642962242757687,0.0
2015-07-21,23,0,2015-11-27 05:13:02.608695552,2015-11-18,0.021513845745864638,0.0
2015-07-28,23,0,2015-12-14 16:41:44.347826176,2015-12-09,0.021773515209674216,0.0
2015-08-04,23,0,2015-12-28 15:39:07.826086912,2015-12-24,0.021824358981121866,0.0
2015-08-11,23,0,2016-01-11 08:20:52.173913088,2016-01-11,0.021896841046873557,0.0
2015-08-18,23,0,2016-02-04 04:10:26.086956544,2016-02-17,0.02270823641478382,0.0
2015-08-25,23,0,2016-03-14 14:36:31.304347904,2016-03-22,0.02606712969653052,0.0
2015-09-01,23,0,2016-03-23 21:54:46.956521728,2016-03-29,0.02832087523487096,0.0
2015-09-08,23,0,2016-03-30 17:44:20.869565184,2016-04-05,0.029988394019550505,0.0
2015-09-15,23,0,2016-04-06 09:23:28.695652096,2016-04-11,0.031137961336861086,0.0
2015-09-22,23,0,2016-04-12 18:46:57.391304448,2016-04-16,0.03205885522506038,0.0
2015-09-29,23,0,2016-04-19 11:28:41.739130368,2016-04-23,0.03395702426613138,0.0
2015-10-06,23,0,2016-04-26 05:13:02.608695552,2016-04-30,0.034479054609401615,0.0
2015-10-13,23,0,2016-05-07 10:26:05.217391360,2016-05-07,0.03412234647118158,0.0
2015-10-20,23,0,2016-05-14 07:18:15.652173824,2016-05-14,0.033775918437466995,0.0
2015-10-27,23,0,2016-05-20 21:54:46.956521728,2016-05-21,0.03330771249965658,0.0
2015-11-03,23,0,2016-05-25 20:52:10.434782720,2016-05-15,0.03278970141732691,0.0
2015-11-10,23,0,2016-05-30 00:00:00.000000000,2016-05-12,0.03237812603907817,0.0
2015-11-17,23,0,2016-06-05 03:07:49.565217280,2016-05-21,0.03215124721298437,0.0
2015-11-24,23,0,2016-06-09 01:02:36.521739008,2016-05-21,0.0318796197451457,0.0
2015-12-01,23,0,2016-06-14 06:15:39.130434816,2016-06-03,0.03150074958562894,0.0
2015-12-08,23,0,2016-06-15 01:02:36.521739008,2016-06-02,0.03163517689745588,0.0
2015-12-15,23,0,2016-06-10 19:49:33.913043456,2016-06-17,0.03259281101746437,0.0
2015-12-22,23,0,2016-06-13 18:46:57.391304448,2016-07-10,0.03301686040581023,0.0
2016-01-04,23,0,2016-06-16 17:44:20.869565184,2016-05-24,0.03305366218382056,0.0
2016-01-11,23,0,2016-06-21 18:46:57.391304448,2016-05-25,0.03367782353562223,0.0
2016-01-18,23,0,2016-06-25 06:15:39.130434816,2016-04-04,0.03465807481863608,0.0
2016-01-25,23,0,2016-06-27 01:02:36.521739008,2016-04-08,0.03561716955576762,0.0
2016-02-01,23,0,2016-06-26 05:13:02.608695552,2016-04-11,0.03569284223791313,0.0
2016-02-08,23,0,2016-07-09 16:41:44.347826176,2016-05-17,0.036697046326595026,0.0
2016-02-15,23,0,2016-07-22 03:07:49.565217280,2016-06-12,0.038607781590772265,0.0
2016-02-22,23,0,2016-07-25 04:10:26.086956544,2016-06-19,0.038837140434634335,0.0
2016-02-29,23,0,2016-07-27 07:18:15.652173824,2016-06-26,0.0388553868015342,0.0
2016-03-07,23,0,2016-08-11 12:31:18.260869632,2016-07-13,0.03833623853499337,0.0
2016-03-14,23,0,2016-08-13 03:07:49.565217280,2016-07-20,0.03784493999139319,0.0
2016-03-21,23,0,2016-08-21 09:23:28.695652096,2016-07-27,0.037419539444085465,0.0
2016-03-30,23,0,2016-08-30 08:20:52.173913088,2016-08-05,0.03691807814982029,0.0
2016-04-06,23,0,2016-08-28 08:20:52.173913088,2016-08-02,0.0365756998495123,0.0
2016-04-13,23,0,2016-09-05 18:46:57.391304448,2016-08-19,0.0363829537647306,0.0
2016-04-20,23,0,2016-09-11 11:28:41.739130368,2016-08-26,0.03665180831418146,0.0
2016-04-27,23,0,2016-09-22 14:36:31.304347904,2016-09-12,0.03679177542782103,0.0
2016-05-04,23,0,2016-10-03 12:31:18.260869632,2016-09-28,0.03659278417179769,0.0
2016-05-12,23,0,2016-10-07 20:52:10.434782720,2016-10-06,0.03646683238506468,0.0
2016-05-20,23,0,2016-10-18 08:20:52.173913088,2016-10-15,0.03639789106174771,0.0
2016-05-27,23,0,2016-10-23 03:07:49.565217280,2016-09-21,0.036415128577304695,0.0
2016-06-03,23,0,2016-11-03 06:15:39.130434816,2016-09-18,0.036229635876218434,0.0
2016-06-10,23,0,2016-11-06 08:20:52.173913088,2016-09-24,0.036048069907628676,0.0
2016-06-17,23,0,2016-11-08 09:23:28.695652096,2016-09-21,0.036168319433677834,0.0
2016-06-24,23,0,2016-11-07 04:10:26.086956544,2016-09-24,0.03627695388152412,0.0
2016-07-01,23,0,2016-11-14 04:10:26.086956544,2016-09-27,0.03637940343995636,0.0
2016-07-08,23,0,2016-12-02 10:26:05.217391360,2016-09-28,0.03632596953177518,0.0
2016-07-15,23,0,2016-12-04 11:28:41.739130368,2016-09-23,0.036136286464501614,0.0
2016-07-22,23,0,2016-12-02 15:39:07.826086912,2016-09-23,0.036048557611810784,0.0
2016-07-29,23,0,2016-12-11 22:57:23.478260992,2016-09-30,0.03597690549553353,0.0
2016-08-08,23,0,2016-12-28 12:31:18.260869632,2016-10-25,0.035779914274268305,0.0
2016-08-15,23,0,2017-01-04 03:07:49.565217280,2016-11-14,0.035833526748685236,0.0
2016-08-22,23,0,2017-01-10 09:23:28.695652096,2016-12-02,0.035896160624898775,0.0
2016-08-29,23,0,2017-01-17 12:31:18.260869632,2016-12-16,0.03580179260318875,0.0
2016-09-05,23,0,2017-01-25 00:00:00.000000000,2017-01-01,0.03588392565026934,0.0
2016-09-12,23,0,2017-01-04 20:52:10.434782720,2016-10-06,0.036037287976797026,0.0
2016-09-19,23,0,2017-01-25 06:15:39.130434816,2016-10-14,0.03590233048087565,0.0
2016-09-26,23,0,2017-02-16 00:00:00.000000000,2017-03-21,0.035729815232749165,0.0
2016-10-03,23,0,2017-02-20 20:52:10.434782720,2017-04-05,0.03537223750009596,0.0
2016-10-10,23,0,2017-03-16 18:46:57.391304448,2017-04-14,0.03517252900185956,0.0
2016-10-17,23,0,2017-03-12 02:05:13.043478272,2017-04-11,0.03490130639082858,0.0
2016-10-24,23,0,2017-03-24 08:20:52.173913088,2017-04-17,0.03448178200837343,0.0
2016-10-31,23,0,2017-04-01 04:10:26.086956544,2017-04-20,0.03401770966118078,0.0
2016-11-07,23,0,2017-04-05 01:02:36.521739008,2017-04-21,0.03371542454213218,0.0
2016-11-14,23,0,2017-04-11 05:13:02.608695552,2017-04-28,0.03345560653160769,0.0
2016-11-21,23,0,2017-04-11 04:10:26.086956544,2017-05-05,0.032997906855998974,0.0
2016-11-28,23,0,2017-04-21 11:28:41.739130368,2017-05-12,0.032598044876191834,0.0
2016-12-05,23,0,2017-04-29 22:57:23.478260992,2017-05-19,0.0323312130410795,0.0
2016-12-12,23,0,2017-05-17 00:00:00.000000000,2017-06-14,0.03252384289240339,0.0
2016-12-19,23,0,2017-05-25 02:05:13.043478272,2017-06-21,0.03282519981287755,0.0
2016-12-27,23,0,2017-05-28 10:26:05.217391360,2017-06-29,0.03303186994351668,0.0
2017-01-04,23,0,2017-05-18 19:49:33.913043456,2017-04-22,0.03340268148787528,0.0
2017-01-11,23,0,2017-06-05 03:07:49.565217280,2017-05-08,0.03378691026003696,0.0
2017-01-18,23,0,2017-06-06 08:20:52.173913088,2017-05-15,0.03380028008591158,0.0
2017-01-25,23,0,2017-06-27 07:18:15.652173824,2017-08-16,0.03375670600652482,0.0
2017-02-01,23,0,2017-07-07 14:36:31.304347904,2017-08-23,0.033698768447893775,0.0
2017-02-08,23,0,2017-07-08 07:18:15.652173824,2017-08-30,0.033682907350930914,0.0
2017-02-15,23,0,2017-06-24 04:10:26.086956544,2017-04-14,0.033735029166612265,0.0
2017-02-22,23,0,2017-07-22 09:23:28.695652096,2017-09-13,0.03329325086825542,0.0
2017-03-01,23,0,2017-08-04 15:39:07.826086912,2017-09-20,0.033271528080089395,0.0
2017-03-08,23,0,2017-08-09 00:00:00.000000000,2017-09-27,0.033270483527572024,0.0
2017-03-15,23,0,2017-08-27 08:20:52.173913088,2017-10-04,0.03283459891641654,0.0
2017-03-22,23,0,2017-09-05 19:49:33.913043456,2017-10-11,0.032364698827579044,0.0
2017-03-29,23,1,2017-09-15 09:23:28.695652096,2017-10-18,0.03198800359238871,0.043478260869565216
2017-04-05,23,1,2017-09-02 00:00:00.000000000,2017-10-25,0.03194803397175668,0.043478260869565216
2017-04-12,23,0,2017-09-29 08:20:52.173913088,2017-11-01,0.031293251433255356,0.0
2017-04-21,23,0,2017-10-24 15:39:07.826086912,2017-11-11,0.03061723552948295,0.0
2017-04-28,23,0,2017-10-19 00:00:00.000000000,2017-11-18,0.030490517977013246,0.0
2017-05-08,23,2,2017-10-22 14:36:31.304347904,2017-11-29,0.03031234667818683,0.08695652173913043
2017-05-15,23,1,2017-10-21 15:39:07.826086912,2017-12-06,0.030055779913229216,0.043478260869565216
2017-05-22,23,1,2017-11-05 08:20:52.173913088,2017-12-13,0.029611166491467604,0.043478260869565216
2017-05-30,23,1,2017-11-28 01:02:36.521739008,2017-12-21,0.029143805228300314,0.043478260869565216
2017-06-07,23,1,2017-12-11 21:54:46.956521728,2017-12-29,0.02876119227846293,0.043478260869565216
2017-06-14,23,0,2017-12-19 12:31:18.260869632,2018-01-05,0.02814533070984479,0.0
2017-06-21,23,0,2017-12-28 05:13:02.608695552,2018-01-12,0.02758791089134655,0.0
2017-06-28,23,0,2018-01-14 08:20:52.173913088,2018-01-19,0.027138739057892068,0.0
2017-07-05,23,0,2018-01-25 15:39:07.826086912,2018-01-26,0.026868101035509608,0.0
2017-07-12,23,0,2018-02-01 08:20:52.173913088,2018-02-02,0.026415225227753747,0.0
2017-07-19,23,0,2018-02-08 12:31:18.260869632,2018-02-09,0.025814212147780256,0.0
2017-07-26,23,0,2018-02-14 17:44:20.869565184,2018-02-16,0.025424828415073614,0.0
2017-08-03,23,0,2018-02-21 03:07:49.565217280,2018-02-25,0.025056150849340875,0.0
2017-08-10,23,0,2018-03-02 13:33:54.782608640,2018-03-04,0.024413112408894776,0.0
2017-08-17,23,0,2018-03-09 13:33:54.782608640,2018-03-11,0.024031045695989278,0.0
2017-08-24,23,0,2018-03-16 12:31:18.260869632,2018-03-18,0.02372320832316906,0.0
2017-08-31,23,0,2018-03-23 11:28:41.739130368,2018-03-25,0.02349994770358459,0.0
2017-09-07,23,0,2018-03-30 07:18:15.652173824,2018-03-30,0.023049457103539478,0.0
2017-09-14,23,0,2018-04-06 06:15:39.130434816,2018-04-06,0.0224406885116788,0.0
2017-09-21,23,0,2018-04-13 04:10:26.086956544,2018-04-13,0.02186010281820187,0.0
2017-09-28,23,0,2018-04-19 16:41:44.347826176,2018-04-20,0.02134671943772876,0.0
2017-10-05,23,0,2018-04-22 13:33:54.782608640,2018-04-09,0.020994468503257046,0.0
2017-10-12,23,0,2018-04-26 06:15:39.130434816,2018-04-08,0.02069442364922905,0.0
2017-10-19,23,0,2018-04-24 13:33:54.782608640,2018-04-09,0.02043618989037375,0.0
2017-10-26,23,0,2018-04-23 17:44:20.869565184,2018-04-11,0.02020869112068572,0.0
2017-11-02,23,0,2018-04-20 07:18:15.652173824,2018-04-11,0.01995689888392532,0.0
2017-11-09,23,0,2018-04-22 16:41:44.347826176,2018-04-12,0.01973510333065035,0.0
2017-11-16,23,0,2018-04-18 13:33:54.782608640,2018-04-09,0.019734060902410016,0.0
2017-11-23,23,0,2018-04-19 03:07:49.565217280,2018-04-08,0.01955310970177426,0.0
2017-11-30,23,0,2018-04-19 19:49:33.913043456,2018-04-12,0.0193166671351901,0.0
2017-12-07,23,0,2018-04-19 18:46:57.391304448,2018-05-04,0.019096258482268126,0.0
2017-12-14,23,0,2018-04-23 09:23:28.695652096,2018-05-07,0.01880069906924344,0.0
2017-12-21,23,0,2018-04-17 21:54:46.956521728,2018-03-07,0.018497256802161917,0.0
2018-01-03,23,0,2018-04-20 12:31:18.260869632,2018-05-15,0.018235461233904,0.0
2018-01-10,23,0,2018-04-13 17:44:20.869565184,2018-03-09,0.017938272133748937,0.0
2018-01-17,23,0,2018-04-17 01:02:36.521739008,2018-03-05,0.01762134903049801,0.0
2018-01-24,23,0,2018-04-20 01:02:36.521739008,2018-03-30,0.017361895251276155,0.0
2018-01-31,23,0,2018-04-25 09:23:28.695652096,2018-04-12,0.017100161982190696,0.0
2018-02-07,23,0,2018-04-19 07:18:15.652173824,2018-04-16,0.017450550397574566,0.0
2018-02-14,23,0,2018-04-21 00:00:00.000000000,2018-04-26,0.018520685683062386,0.0
2018-02-21,23,0,2018-04-24 03:07:49.565217280,2018-05-03,0.018747687367267625,0.0
